"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"532",653,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Mimon cozumelae","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Mimon cozumelae","Mimon cozumelae","coronaviruses in bats from mexico","425","coronaviruses in bats from mexico",0.392699081698724,0.166666666666667,0,"Mimon cozumelae","Mimon cozumelae","PHYLLOSTOMIDAE"
"533",654,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Phyllostomus discolor","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Phyllostomus discolor","Phyllostomus discolor","coronaviruses in bats from mexico","426","coronaviruses in bats from mexico",0.307739854335194,0.1,0,"Phyllostomus discolor","Phyllostomus discolor","PHYLLOSTOMIDAE"
"534",655,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,6,0,0,"Choeroniscus godmani","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Choeroniscus godmani","Choeroniscus godmani","coronaviruses in bats from mexico","427","coronaviruses in bats from mexico",0.19379834332759,0.0384615384615385,0,"Choeroniscus godmani","Choeroniscus godmani","PHYLLOSTOMIDAE"
"535",656,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Trachops cirrhosus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Trachops cirrhosus","Trachops cirrhosus","coronaviruses in bats from mexico","428","coronaviruses in bats from mexico",0.392699081698724,0.166666666666667,0,"Trachops cirrhosus","Trachops cirrhosus","PHYLLOSTOMIDAE"
"536",657,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Trachops cirrhosus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Trachops cirrhosus","Trachops cirrhosus","coronaviruses in bats from mexico","429","coronaviruses in bats from mexico",0.392699081698724,0.166666666666667,0,"Trachops cirrhosus","Trachops cirrhosus","PHYLLOSTOMIDAE"
"537",658,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Tonatia saurophila","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Tonatia saurophila","Tonatia saurophila","coronaviruses in bats from mexico","430","coronaviruses in bats from mexico",0.392699081698724,0.166666666666667,0,"Tonatia saurophila","Tonatia saurophila","PHYLLOSTOMIDAE"
"538",659,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Chrotopterus auritus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Chrotopterus auritus","Chrotopterus auritus","coronaviruses in bats from mexico","431","coronaviruses in bats from mexico",0.307739854335194,0.1,0,"Chrotopterus auritus","Chrotopterus auritus","PHYLLOSTOMIDAE"
"539",660,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,1,1,"Lonchorhina aurita","alphacoronavirus","","","","Mex_CoV-3","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Lonchorhina aurita","Lonchorhina aurita","coronaviruses in bats from mexico","432","coronaviruses in bats from mexico",1.17809724509617,0.166666666666667,1,"Lonchorhina aurita","Lonchorhina aurita","PHYLLOSTOMIDAE"
"540",661,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Phylloderma stenops","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Phylloderma stenops","Phylloderma stenops","coronaviruses in bats from mexico","433","coronaviruses in bats from mexico",0.307739854335194,0.1,0,"Phylloderma stenops","Phylloderma stenops","PHYLLOSTOMIDAE"
"541",662,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,9,0,0,"Mormoops megalohyla","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Campeche","Reserva de la Biosfera Calakmul -Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Mormoops megalophylla","Mormoops megalophylla","coronaviruses in bats from mexico","434","coronaviruses in bats from mexico",0.160875277198321,0.0263157894736842,0,"Mormoops megalophylla","Mormoops megalophylla","MORMOOPIDAE"
"542",663,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Mormoops megalohyla","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Mormoops megalophylla","Mormoops megalophylla","coronaviruses in bats from mexico","435","coronaviruses in bats from mexico",0.307739854335194,0.1,0,"Mormoops megalophylla","Mormoops megalophylla","MORMOOPIDAE"
"543",664,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Pteronotus davyi","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Campeche","Reserva de la Biosfera Calakmul -Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pteronotus davyi","Pteronotus davyi","coronaviruses in bats from mexico","436","coronaviruses in bats from mexico",0.392699081698724,0.166666666666667,0,"Pteronotus davyi","Pteronotus davyi","MORMOOPIDAE"
"544",665,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Pteronotus davyi","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pteronotus davyi","Pteronotus davyi","coronaviruses in bats from mexico","437","coronaviruses in bats from mexico",0.392699081698724,0.166666666666667,0,"Pteronotus davyi","Pteronotus davyi","MORMOOPIDAE"
"545",666,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,1,1,"Pteronotus parnellii","betacoronavirus","","","","Mex_CoV-10","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Campeche","Reserva de la Biosfera Calakmul -Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Pteronotus parnellii","Pteronotus parnellii","coronaviruses in bats from mexico","438","coronaviruses in bats from mexico",1.17809724509617,0.166666666666667,1,"Pteronotus parnellii","Pteronotus parnellii","MORMOOPIDAE"
"546",667,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Campeche","Reserva de la Biosfera Calakmul -""Disturbed"" - transition forest to agriculture","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pteronotus parnellii","Pteronotus parnellii","coronaviruses in bats from mexico","439","coronaviruses in bats from mexico",0.392699081698724,0.166666666666667,0,"Pteronotus parnellii","Pteronotus parnellii","MORMOOPIDAE"
"547",668,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,10,0,0,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pteronotus parnellii","Pteronotus parnellii","coronaviruses in bats from mexico","440","coronaviruses in bats from mexico",0.153138684584835,0.0238095238095238,0,"Pteronotus parnellii","Pteronotus parnellii","MORMOOPIDAE"
"548",669,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,7,0,0,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pteronotus parnellii","Pteronotus parnellii","coronaviruses in bats from mexico","441","coronaviruses in bats from mexico",0.180683561953354,0.0333333333333333,0,"Pteronotus parnellii","Pteronotus parnellii","MORMOOPIDAE"
"549",670,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,10,0,0,"Nyctinomops macrotis","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Distrito Federal","Mexico City","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Nyctinomops macrotis","Nyctinomops macrotis","coronaviruses in bats from mexico","442","coronaviruses in bats from mexico",0.153138684584835,0.0238095238095238,0,"Nyctinomops macrotis","Nyctinomops macrotis","MOLOSSIDAE"
"550",671,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,5,1,0.2,"Nyctinomops laticaudatus","betacoronavirus","","","","Mex_CoV-9","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Campeche","Reserva de la Biosfera Calakmul -Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Nyctinomops laticaudatus","Nyctinomops laticaudatus","coronaviruses in bats from mexico","443","coronaviruses in bats from mexico",0.518007021977176,0.0454545454545455,0.2,"Nyctinomops laticaudatus","Nyctinomops laticaudatus","MOLOSSIDAE"
"551",672,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,10,3,0.3,"Tadarida brasiliensis","betacoronavirus","","","","Mex_CoV-9","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Distrito Federal","Mexico City","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Tadarida brasiliensis","Tadarida brasiliensis","coronaviruses in bats from mexico","444","coronaviruses in bats from mexico",0.59837604638664,0.0238095238095238,0.3,"Tadarida brasiliensis","Tadarida brasiliensis","MOLOSSIDAE"
"552",673,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,7,3,0.428571,"Myotis velifer","alphacoronavirus","","","","Mex_CoV-7","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Distrito Federal","Mexico City","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis velifer","Myotis velifer","coronaviruses in bats from mexico","445","coronaviruses in bats from mexico",0.722228099611929,0.0333333333333333,0.428571428571429,"Myotis velifer","Myotis velifer","VESPERTILIONIDAE"
"553",674,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Myotis occultus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Distrito Federal","Mexico City","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis occultus","Myotis occultus","coronaviruses in bats from mexico","446","coronaviruses in bats from mexico",0.392699081698724,0.166666666666667,0,"Myotis occultus","Myotis occultus","VESPERTILIONIDAE"
"554",675,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Myotis keaysi","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis keaysi","Myotis keaysi","coronaviruses in bats from mexico","447","coronaviruses in bats from mexico",0.307739854335194,0.1,0,"Myotis keaysi","Myotis keaysi","VESPERTILIONIDAE"
"555",676,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Myotis nigricans","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis nigricans","Myotis nigricans","coronaviruses in bats from mexico","448","coronaviruses in bats from mexico",0.392699081698724,0.166666666666667,0,"Myotis nigricans","Myotis nigricans","VESPERTILIONIDAE"
"556",677,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,1,1,"Eptesicus fuscus","alphacoronavirus","","","","Mex_CoV-6","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Eptesicus fuscus","Eptesicus fuscus","coronaviruses in bats from mexico","449","coronaviruses in bats from mexico",1.17809724509617,0.166666666666667,1,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
"557",679,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Eptesicus fuscus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","TNA","PCR","single","RdRp",NA,"rectal/oral swab,serum","Mexico","N","Distrito Federal","Mexico City","NA","NA","","","",NA,"","",NA,NA,"","","","","VERENA Admin","4/12/2022 2:11pm","pooled swabs/samples","pooled",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus fuscus","Eptesicus fuscus","coronaviruses in bats from mexico","450","coronaviruses in bats from mexico",0.307739854335194,0.1,0,"Eptesicus fuscus","Eptesicus fuscus","VESPERTILIONIDAE"
