PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
20686038,Genomic characterization of severe acute respiratory syndrome-related coronavirus in European bats and classification of coronaviruses based on partial RNA-dependent RNA polymerase gene sequences,"Drexler JF, Gloza-Rausch F, Glende J, Corman VM, Muth D, Goettsche M, Seebens A, Niedrig M, Pfefferle S, Yordanov S, Zhelyazkov L, Hermanns U, Vallo P, Lukashev A, Müller MA, Deng H, Herrler G, Drosten C.",J Virol. 2010 Nov;84(21):11336-49. doi: 10.1128/JVI.00650-10. Epub 2010 Aug 4.,Drexler JF,J Virol,2010,8/6/10,PMC2953168,,10.1128/JVI.00650-10
19788804,"Distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229E in bats, Ghana","Pfefferle S, Oppong S, Drexler JF, Gloza-Rausch F, Ipsen A, Seebens A, Müller MA, Annan A, Vallo P, Adu-Sarkodie Y, Kruppa TF, Drosten C.",Emerg Infect Dis. 2009 Sep;15(9):1377-84. doi: 10.3201/eid1509.090224.,Pfefferle S,Emerg Infect Dis,2009,10/1/09,PMC2819850,,10.3201/eid1509.090224
32376697,An Extensive Meta-Metagenomic Search Identifies SARS-CoV-2-Homologous Sequences in Pangolin Lung Viromes,"Wahba L, Jain N, Fire AZ, Shoura MJ, Artiles KL, McCoy MJ, Jeong DE.",mSphere. 2020 May 6;5(3):e00160-20. doi: 10.1128/mSphere.00160-20.,Wahba L,mSphere,2020,5/8/20,PMC7203451,,10.1128/mSphere.00160-20
28983731,Viral metagenomics of six bat species in close contact with humans in southern China,"Zheng XY, Qiu M, Guan WJ, Li JM, Chen SW, Cheng MJ, Huo ST, Chen Z, Wu Y, Jiang LN, Chen Q.",Arch Virol. 2018 Jan;163(1):73-88. doi: 10.1007/s00705-017-3570-3. Epub 2017 Oct 5.,Zheng XY,Arch Virol,2018,10/7/17,PMC7086785,,10.1007/s00705-017-3570-3
28549438,"Detection of alpha- and betacoronaviruses in rodents from Yunnan, China","Ge XY, Yang WH, Zhou JH, Li B, Zhang W, Shi ZL, Zhang YZ.",Virol J. 2017 May 26;14(1):98. doi: 10.1186/s12985-017-0766-9.,Ge XY,Virol J,2017,5/28/17,PMC5446729,,10.1186/s12985-017-0766-9
32496715,"[Etiology of epidemic outbreaks COVID-19 on Wuhan, Hubei province, Chinese People Republic associated with 2019-nCoV (Nidovirales, Coronaviridae, Coronavirinae, Betacoronavirus, Subgenus Sarbecovirus): lessons of SARS-CoV outbreak.]","Lvov DK, Alkhovsky SV, Kolobukhina LV, Burtseva EI.",Vopr Virusol. 2020;65(1):6-15. doi: 10.36233/0507-4088-2020-65-1-6-15.,Lvov DK,Vopr Virusol,2020,6/5/20,,,10.36233/0507-4088-2020-65-1-6-15
27125516,Genetic diversity of coronaviruses in Miniopterus fuliginosus bats,"Du J, Yang L, Ren X, Zhang J, Dong J, Sun L, Zhu Y, Yang F, Zhang S, Wu Z, Jin Q.",Sci China Life Sci. 2016 Jun;59(6):604-14. doi: 10.1007/s11427-016-5039-0. Epub 2016 Apr 28.,Du J,Sci China Life Sci,2016,4/30/16,PMC7089092,,10.1007/s11427-016-5039-0
24131722,Characterization of a novel betacoronavirus related to middle East respiratory syndrome coronavirus in European hedgehogs,"Corman VM, Kallies R, Philipps H, Göpner G, Müller MA, Eckerle I, Brünink S, Drosten C, Drexler JF.",J Virol. 2014 Jan;88(1):717-24. doi: 10.1128/JVI.01600-13. Epub 2013 Oct 16.,Corman VM,J Virol,2014,10/18/13,PMC3911734,,10.1128/JVI.01600-13
25433366,How and why overcome the impediments to resolution: lessons from rhinolophid and hipposiderid bats,"Foley NM, Thong VD, Soisook P, Goodman SM, Armstrong KN, Jacobs DS, Puechmaille SJ, Teeling EC.",Mol Biol Evol. 2015 Feb;32(2):313-33. doi: 10.1093/molbev/msu329. Epub 2014 Nov 29.,Foley NM,Mol Biol Evol,2015,11/30/14,PMC4769323,,10.1093/molbev/msu329
29579103,A metagenomic viral discovery approach identifies potential zoonotic and novel mammalian viruses in Neoromicia bats within South Africa,"Geldenhuys M, Mortlock M, Weyer J, Bezuidt O, Seamark ECJ, Kearney T, Gleasner C, Erkkila TH, Cui H, Markotter W.",PLoS One. 2018 Mar 26;13(3):e0194527. doi: 10.1371/journal.pone.0194527. eCollection 2018.,Geldenhuys M,PLoS One,2018,3/27/18,PMC5868816,,10.1371/journal.pone.0194527
25514120,"Molecular survey of RNA viruses in Hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi G, Dallos B, Görföl T, Boldogh S, Estók P, Kurucz K, Kutas A, Földes F, Oldal M, Németh V, Martella V, Bányai K, Jakab F.",Vector Borne Zoonotic Dis. 2014 Dec;14(12):846-55. doi: 10.1089/vbz.2014.1637.,Kemenesi G,Vector Borne Zoonotic Dis,2014,12/17/14,,,10.1089/vbz.2014.1637
25643817,Detection of coronavirus genomes in Moluccan naked-backed fruit bats in Indonesia,"Anindita PD, Sasaki M, Setiyono A, Handharyani E, Orba Y, Kobayashi S, Rahmadani I, Taha S, Adiani S, Subangkit M, Nakamura I, Sawa H, Kimura T.",Arch Virol. 2015 Apr;160(4):1113-8. doi: 10.1007/s00705-015-2342-1. Epub 2015 Feb 4.,Anindita PD,Arch Virol,2015,2/4/15,PMC7086880,,10.1007/s00705-015-2342-1
26177344,Human-Bat Interactions in Rural West Africa,"Anti P, Owusu M, Agbenyega O, Annan A, Badu EK, Nkrumah EE, Tschapka M, Oppong S, Adu-Sarkodie Y, Drosten C.",Emerg Infect Dis. 2015 Aug;21(8):1418-21. doi: 10.3201/eid2108.142015.,Anti P,Emerg Infect Dis,2015,7/16/15,PMC4517717,,10.3201/eid2108.142015
17346209,Recent developments in the virology and antiviral research of severe acute respiratory syndrome coronavirus,"Yeung KS, Meanwell NA.",Infect Disord Drug Targets. 2007 Mar;7(1):29-41. doi: 10.2174/187152607780090739.,Yeung KS,Infect Disord Drug Targets,2007,3/10/07,,,10.2174/187152607780090739
22561208,Genomic characterization of seven distinct bat coronaviruses in Kenya,"Tao Y, Tang K, Shi M, Conrardy C, Li KS, Lau SK, Anderson LJ, Tong S.",Virus Res. 2012 Jul;167(1):67-73. doi: 10.1016/j.virusres.2012.04.007. Epub 2012 Apr 26.,Tao Y,Virus Res,2012,5/8/12,PMC7114443,,10.1016/j.virusres.2012.04.007
23322635,Human coronavirus EMC is not the same as severe acute respiratory syndrome coronavirus,"Perlman S, Zhao J.",mBio. 2013 Jan 15;4(1):e00002-13. doi: 10.1128/mBio.00002-13.,Perlman S,mBio,2013,1/17/13,PMC3551544,,10.1128/mBio.00002-13
22933277,"Recent transmission of a novel alphacoronavirus, bat coronavirus HKU10, from Leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau SK, Li KS, Tsang AK, Shek CT, Wang M, Choi GK, Guo R, Wong BH, Poon RW, Lam CS, Wang SY, Fan RY, Chan KH, Zheng BJ, Woo PC, Yuen KY.",J Virol. 2012 Nov;86(21):11906-18. doi: 10.1128/JVI.01305-12. Epub 2012 Aug 29.,Lau SK,J Virol,2012,8/31/12,PMC3486284,,10.1128/JVI.01305-12
32173256,SARS Coronavirus Redux,"Qing E, Gallagher T.",Trends Immunol. 2020 Apr;41(4):271-273. doi: 10.1016/j.it.2020.02.007. Epub 2020 Mar 12.,Qing E,Trends Immunol,2020,3/17/20,PMC7102632,,10.1016/j.it.2020.02.007
26584511,Insectivorous bats carry host specific astroviruses and coronaviruses across different regions in Germany,"Fischer K, Zeus V, Kwasnitschka L, Kerth G, Haase M, Groschup MH, Balkema-Buschmann A.",Infect Genet Evol. 2016 Jan;37:108-16. doi: 10.1016/j.meegid.2015.11.010. Epub 2015 Nov 14.,Fischer K,Infect Genet Evol,2016,11/21/15,PMC7106178,,10.1016/j.meegid.2015.11.010
32203324,COVID-19 and the crisis of national development,van Staden C.,Nat Hum Behav. 2020 May;4(5):443-444. doi: 10.1038/s41562-020-0852-7.,van Staden C,Nat Hum Behav,2020,3/24/20,PMC7094919,,10.1038/s41562-020-0852-7
29795610,Virus survey in populations of two subspecies of bent-winged bats (Miniopterus orianae bassanii and oceanensis) in south-eastern Australia reveals a high prevalence of diverse herpesviruses,"Holz PH, Lumsden LF, Druce J, Legione AR, Vaz P, Devlin JM, Hufschmid J.",PLoS One. 2018 May 24;13(5):e0197625. doi: 10.1371/journal.pone.0197625. eCollection 2018.,Holz PH,PLoS One,2018,5/26/18,PMC5967723,,10.1371/journal.pone.0197625
27637887,Identification of a Lineage D Betacoronavirus in Cave Nectar Bats (Eonycteris spelaea) in Singapore and an Overview of Lineage D Reservoir Ecology in SE Asian Bats,"Mendenhall IH, Borthwick S, Neves ES, Low D, Linster M, Liang B, Skiles M, Jayakumar J, Han H, Gunalan V, Lee BPY, Okahara K, Wang LF, Maurer-Stroh S, Su YCF, Smith GJD.",Transbound Emerg Dis. 2017 Dec;64(6):1790-1800. doi: 10.1111/tbed.12568. Epub 2016 Sep 16.,Mendenhall IH,Transbound Emerg Dis,2017,9/18/16,PMC7159162,,10.1111/tbed.12568
22378548,The SARS-like coronaviruses: the role of bats and evolutionary relationships with SARS coronavirus,"Balboni A, Battilani M, Prosperi S.",New Microbiol. 2012 Jan;35(1):1-16. Epub 2012 Jan 10.,Balboni A,New Microbiol,2012,3/2/12,,,
26826951,Cross host transmission in the emergence of MERS coronavirus,"Reusken CB, Raj VS, Koopmans MP, Haagmans BL.",Curr Opin Virol. 2016 Feb;16:55-62. doi: 10.1016/j.coviro.2016.01.004. Epub 2016 Jan 29.,Reusken CB,Curr Opin Virol,2016,2/1/16,PMC7102731,,10.1016/j.coviro.2016.01.004
32365214,[Bats and humans],Sönnerborg A.,Lakartidningen. 2020 Apr 29;117:F3UA.,Sönnerborg A,Lakartidningen,2020,5/5/20,,,
22966143,A framework for the study of zoonotic disease emergence and its drivers: spillover of bat pathogens as a case study,"Wood JL, Leach M, Waldman L, Macgregor H, Fooks AR, Jones KE, Restif O, Dechmann D, Hayman DT, Baker KS, Peel AJ, Kamins AO, Fahr J, Ntiamoa-Baidu Y, Suu-Ire R, Breiman RF, Epstein JH, Field HE, Cunningham AA.",Philos Trans R Soc Lond B Biol Sci. 2012 Oct 19;367(1604):2881-92. doi: 10.1098/rstb.2012.0228.,Wood JL,Philos Trans R Soc Lond B Biol Sci,2012,9/12/12,PMC3427567,,10.1098/rstb.2012.0228
26190638,Development of multiplexed bead arrays for the simultaneous detection of nucleic acid from multiple viruses in bat samples,"Boyd V, Smith I, Crameri G, Burroughs AL, Durr PA, White J, Cowled C, Marsh GA, Wang LF.",J Virol Methods. 2015 Oct;223:5-12. doi: 10.1016/j.jviromet.2015.07.004. Epub 2015 Jul 17.,Boyd V,J Virol Methods,2015,7/21/15,PMC7113788,,10.1016/j.jviromet.2015.07.004
26081714,[Advances in the researches of genomic characterization and molecular detection of Middel East respiratory syndrome coronavirus],"Zhao Y, Tan W.",Zhonghua Yu Fang Yi Xue Za Zhi. 2015 May;49(5):461-4.,Zhao Y,Zhonghua Yu Fang Yi Xue Za Zhi,2015,6/18/15,,,
32700664,The Origin of COVID-19 and Why It Matters,"Morens DM, Breman JG, Calisher CH, Doherty PC, Hahn BH, Keusch GT, Kramer LD, LeDuc JW, Monath TP, Taubenberger JK.",Am J Trop Med Hyg. 2020 Sep;103(3):955-959. doi: 10.4269/ajtmh.20-0849.,Morens DM,Am J Trop Med Hyg,2020,7/24/20,PMC7470595,,10.4269/ajtmh.20-0849
23422412,Efficient replication of the novel human betacoronavirus EMC on primary human epithelium highlights its zoonotic potential,"Kindler E, Jónsdóttir HR, Muth D, Hamming OJ, Hartmann R, Rodriguez R, Geffers R, Fouchier RA, Drosten C, Müller MA, Dijkman R, Thiel V.",mBio. 2013 Feb 19;4(1):e00611-12. doi: 10.1128/mBio.00611-12.,Kindler E,mBio,2013,2/21/13,PMC3573664,,10.1128/mBio.00611-12
20089640,"Host range, prevalence, and genetic diversity of adenoviruses in bats","Li Y, Ge X, Zhang H, Zhou P, Zhu Y, Zhang Y, Yuan J, Wang LF, Shi Z.",J Virol. 2010 Apr;84(8):3889-97. doi: 10.1128/JVI.02497-09. Epub 2010 Jan 20.,Li Y,J Virol,2010,1/22/10,PMC2849498,,10.1128/JVI.02497-09
18971277,Comparative analysis of complete genome sequences of three avian coronaviruses reveals a novel group 3c coronavirus,"Woo PC, Lau SK, Lam CS, Lai KK, Huang Y, Lee P, Luk GS, Dyrting KC, Chan KH, Yuen KY.",J Virol. 2009 Jan;83(2):908-17. doi: 10.1128/JVI.01977-08. Epub 2008 Oct 29.,Woo PC,J Virol,2009,10/31/08,PMC2612373,,10.1128/JVI.01977-08
32860762,The origin of SARS-CoV-2,Burki T.,Lancet Infect Dis. 2020 Sep;20(9):1018-1019. doi: 10.1016/S1473-3099(20)30641-1.,Burki T,Lancet Infect Dis,2020,8/30/20,PMC7449661,,10.1016/S1473-3099(20)30641-1
24129257,"Origin, evolution, and genotyping of emergent porcine epidemic diarrhea virus strains in the United States","Huang YW, Dickerman AW, Piñeyro P, Li L, Fang L, Kiehne R, Opriessnig T, Meng XJ.",mBio. 2013 Oct 15;4(5):e00737-13. doi: 10.1128/mBio.00737-13.,Huang YW,mBio,2013,10/17/13,PMC3812708,,10.1128/mBio.00737-13
19261195,Differential stepwise evolution of SARS coronavirus functional proteins in different host species,"Tang X, Li G, Vasilakis N, Zhang Y, Shi Z, Zhong Y, Wang LF, Zhang S.",BMC Evol Biol. 2009 Mar 5;9:52. doi: 10.1186/1471-2148-9-52.,Tang X,BMC Evol Biol,2009,3/6/09,PMC2676248,,10.1186/1471-2148-9-52
21392436,Amplification of emerging viruses in a bat colony,"Drexler JF, Corman VM, Wegner T, Tateno AF, Zerbinati RM, Gloza-Rausch F, Seebens A, Müller MA, Drosten C.",Emerg Infect Dis. 2011 Mar;17(3):449-56. doi: 10.3201/eid1703.100526.,Drexler JF,Emerg Infect Dis,2011,3/12/11,PMC3165994,,10.3201/eid1703.100526
32540495,Molecular conservation and differential mutation on ORF3a gene in Indian SARS-CoV2 genomes,"Hassan SS, Choudhury PP, Basu P, Jana SS.",Genomics. 2020 Sep;112(5):3226-3237. doi: 10.1016/j.ygeno.2020.06.016. Epub 2020 Jun 12.,Hassan SS,Genomics,2020,6/17/20,PMC7291963,,10.1016/j.ygeno.2020.06.016
23596293,A case for the ancient origin of coronaviruses,"Wertheim JO, Chu DK, Peiris JS, Kosakovsky Pond SL, Poon LL.",J Virol. 2013 Jun;87(12):7039-45. doi: 10.1128/JVI.03273-12. Epub 2013 Apr 17.,Wertheim JO,J Virol,2013,4/19/13,PMC3676139,,10.1128/JVI.03273-12
27473780,"Genetic diversity of bats coronaviruses in the Atlantic Forest hotspot biome, Brazil","Góes LGB, Campos ACA, Carvalho C, Ambar G, Queiroz LH, Cruz-Neto AP, Munir M, Durigon EL.",Infect Genet Evol. 2016 Oct;44:510-513. doi: 10.1016/j.meegid.2016.07.034. Epub 2016 Jul 26.,Góes LGB,Infect Genet Evol,2016,7/31/16,PMC7106056,,10.1016/j.meegid.2016.07.034
21589915,"Alphacoronaviruses in New World bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne C, Cryan PM, O'Shea TJ, Oko LM, Ndaluka C, Calisher CH, Berglund AD, Klavetter ML, Bowen RA, Holmes KV, Dominguez SR.",PLoS One. 2011 May 12;6(5):e19156. doi: 10.1371/journal.pone.0019156.,Osborne C,PLoS One,2011,5/19/11,PMC3093381,,10.1371/journal.pone.0019156
24942567,Isolation and characterization of a novel alphaherpesvirus in fruit bats,"Sasaki M, Setiyono A, Handharyani E, Kobayashi S, Rahmadani I, Taha S, Adiani S, Subangkit M, Nakamura I, Sawa H, Kimura T.",J Virol. 2014 Sep 1;88(17):9819-29. doi: 10.1128/JVI.01277-14. Epub 2014 Jun 18.,Sasaki M,J Virol,2014,6/20/14,PMC4136302,,10.1128/JVI.01277-14
32515374,The Microbiology of Coronaviruses,Zafar H.,J Pak Med Assoc. 2020 May;70(Suppl 3)(5):S44-S47. doi: 10.5455/JPMA.08.,Zafar H,J Pak Med Assoc,2020,6/10/20,,,10.5455/JPMA.08
25991685,A novel pathogenic Mammalian orthoreovirus from diarrheic pigs and Swine blood meal in the United States,"Thimmasandra Narayanappa A, Sooryanarain H, Deventhiran J, Cao D, Ammayappan Venkatachalam B, Kambiranda D, LeRoith T, Heffron CL, Lindstrom N, Hall K, Jobst P, Sexton C, Meng XJ, Elankumaran S.",mBio. 2015 May 19;6(3):e00593-15. doi: 10.1128/mBio.00593-15.,Thimmasandra Narayanappa A,mBio,2015,5/21/15,PMC4442135,,10.1128/mBio.00593-15
28371451,"Novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern China","Han HJ, Wen HL, Zhao L, Liu JW, Luo LM, Zhou CM, Qin XR, Zhu YL, Liu MM, Qi R, Li WQ, Yu H, Yu XJ.",Zoonoses Public Health. 2017 Dec;64(8):636-646. doi: 10.1111/zph.12358. Epub 2017 Apr 1.,Han HJ,Zoonoses Public Health,2017,4/4/17,PMC7165899,,10.1111/zph.12358
28393313,"Molecular detection of viruses in Kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses","Waruhiu C, Ommeh S, Obanda V, Agwanda B, Gakuya F, Ge XY, Yang XL, Wu LJ, Zohaib A, Hu B, Shi ZL.",Virol Sin. 2017 Apr;32(2):101-114. doi: 10.1007/s12250-016-3930-2. Epub 2017 Apr 6.,Waruhiu C,Virol Sin,2017,4/11/17,PMC6702250,,10.1007/s12250-016-3930-2
15681402,Identification of a novel coronavirus in bats,"Poon LL, Chu DK, Chan KH, Wong OK, Ellis TM, Leung YH, Lau SK, Woo PC, Suen KY, Yuen KY, Guan Y, Peiris JS.",J Virol. 2005 Feb;79(4):2001-9. doi: 10.1128/JVI.79.4.2001-2009.2005.,Poon LL,J Virol,2005,2/1/05,PMC546586,,10.1128/JVI.79.4.2001-2009.2005
24242847,Alpha and lineage C betaCoV infections in Italian bats,"De Benedictis P, Marciano S, Scaravelli D, Priori P, Zecchin B, Capua I, Monne I, Cattoli G.",Virus Genes. 2014 Apr;48(2):366-71. doi: 10.1007/s11262-013-1008-x. Epub 2013 Nov 16.,De Benedictis P,Virus Genes,2014,11/19/13,PMC7089089,,10.1007/s11262-013-1008-x
24855771,[MERS-CoV: a new virus from Saudi Arabia],Bourée P.,Rev Prat. 2014 Apr;64(4):457-60.,Bourée P,Rev Prat,2014,5/27/14,,,
32472763,Comparative analysis of Coronaviridae nucleocapsid and surface glycoprotein sequences,"Basu BV, Brown OR.",Front Biosci (Landmark Ed). 2020 Jun 1;25:1894-1900.,Basu BV,Front Biosci (Landmark Ed),2020,5/31/20,,,
28589292,Detection of diverse viruses in alimentary specimens of bats in Macau,"Liang J, Yang XL, Li B, Liu Q, Zhang Q, Liu H, Kan HP, Wong KC, Chek SN, He X, Peng X, Shi ZL, Wu Y, Zhang L.",Virol Sin. 2017 Jun;32(3):226-234. doi: 10.1007/s12250-017-3976-9. Epub 2017 Jun 1.,Liang J,Virol Sin,2017,6/8/17,PMC6598931,,10.1007/s12250-017-3976-9
22855479,Virome analysis for identification of novel mammalian viruses in bat species from Chinese provinces,"Wu Z, Ren X, Yang L, Hu Y, Yang J, He G, Zhang J, Dong J, Sun L, Du J, Liu L, Xue Y, Wang J, Yang F, Zhang S, Jin Q.",J Virol. 2012 Oct;86(20):10999-1012. doi: 10.1128/JVI.01394-12. Epub 2012 Aug 1.,Wu Z,J Virol,2012,8/3/12,PMC3457178,,10.1128/JVI.01394-12
19669794,"Large Arf1 guanine nucleotide exchange factors: evolution, domain structure, and roles in membrane trafficking and human disease","Bui QT, Golinelli-Cohen MP, Jackson CL.",Mol Genet Genomics. 2009 Oct;282(4):329-50. doi: 10.1007/s00438-009-0473-3. Epub 2009 Aug 11.,Bui QT,Mol Genet Genomics,2009,8/12/09,PMC7088145,,10.1007/s00438-009-0473-3
26633467,Alphacoronaviruses Detected in French Bats Are Phylogeographically Linked to Coronaviruses of European Bats,"Goffard A, Demanche C, Arthur L, Pinçon C, Michaux J, Dubuisson J.",Viruses. 2015 Dec 2;7(12):6279-90. doi: 10.3390/v7122937.,Goffard A,Viruses,2015,12/4/15,PMC4690861,,10.3390/v7122937
22716473,"The immune gene repertoire of an important viral reservoir, the Australian black flying fox","Papenfuss AT, Baker ML, Feng ZP, Tachedjian M, Crameri G, Cowled C, Ng J, Janardhana V, Field HE, Wang LF.",BMC Genomics. 2012 Jun 20;13:261. doi: 10.1186/1471-2164-13-261.,Papenfuss AT,BMC Genomics,2012,6/22/12,PMC3436859,,10.1186/1471-2164-13-261
32096567,Understanding of COVID-19 based on current evidence,"Sun P, Lu X, Xu C, Sun W, Pan B.",J Med Virol. 2020 Jun;92(6):548-551. doi: 10.1002/jmv.25722. Epub 2020 Mar 5.,Sun P,J Med Virol,2020,2/26/20,PMC7228250,,10.1002/jmv.25722
17278066,Emerging viruses: coming in on a wrinkled wing and a prayer,"Halpin K, Hyatt AD, Plowright RK, Epstein JH, Daszak P, Field HE, Wang L, Daniels PW; Henipavirus Ecology Research Group.",Clin Infect Dis. 2007 Mar 1;44(5):711-7. doi: 10.1086/511078. Epub 2007 Jan 23.,Halpin K,Clin Infect Dis,2007,2/6/07,PMC7107893,,10.1086/511078
20217155,Identification of SARS-like coronaviruses in horseshoe bats (Rhinolophus hipposideros) in Slovenia,"Rihtaric D, Hostnik P, Steyer A, Grom J, Toplak I.",Arch Virol. 2010 Apr;155(4):507-14. doi: 10.1007/s00705-010-0612-5. Epub 2010 Mar 10.,Rihtaric D,Arch Virol,2010,3/11/10,PMC7087122,,10.1007/s00705-010-0612-5
25888853,Detection of new genetic variants of Betacoronaviruses in Endemic Frugivorous Bats of Madagascar,"Razanajatovo NH, Nomenjanahary LA, Wilkinson DA, Razafimanahaka JH, Goodman SM, Jenkins RK, Jones JP, Heraud JM.",Virol J. 2015 Mar 12;12:42. doi: 10.1186/s12985-015-0271-y.,Razanajatovo NH,Virol J,2015,4/19/15,PMC4404003,,10.1186/s12985-015-0271-y
16894183,Coronaviruses in bent-winged bats (Miniopterus spp.),"Chu DK, Poon LL, Chan KH, Chen H, Guan Y, Yuen KY, Peiris JS.",J Gen Virol. 2006 Sep;87(Pt 9):2461-6. doi: 10.1099/vir.0.82203-0.,Chu DK,J Gen Virol,2006,8/9/06,,,10.1099/vir.0.82203-0
17985603,[Bad bats?],Genné D.,"Rev Med Suisse. 2007 Oct 10;3(128):2273-4, 2276-7.",Genné D,Rev Med Suisse,2007,11/8/07,,,
30688635,"Characterization of Teviot virus, an Australian bat-borne paramyxovirus","Johnson RI, Tachedjian M, Clayton BA, Layton R, Bergfeld J, Wang LF, Marsh GA.",J Gen Virol. 2019 Mar;100(3):403-413. doi: 10.1099/jgv.0.001214. Epub 2019 Jan 28.,Johnson RI,J Gen Virol,2019,1/29/19,,,10.1099/jgv.0.001214
22440564,Emerging zoonotic viruses: new lessons on receptor and entry mechanisms,Gerlier D.,Curr Opin Virol. 2011 Jul;1(1):27-34. doi: 10.1016/j.coviro.2011.05.014. Epub 2011 Jun 12.,Gerlier D,Curr Opin Virol,2011,3/24/12,PMC7102697,,10.1016/j.coviro.2011.05.014
19357225,Detection of polyoma and corona viruses in bats of Canada,"Misra V, Dumonceaux T, Dubois J, Willis C, Nadin-Davis S, Severini A, Wandeler A, Lindsay R, Artsob H.",J Gen Virol. 2009 Aug;90(Pt 8):2015-2022. doi: 10.1099/vir.0.010694-0. Epub 2009 Apr 8.,Misra V,J Gen Virol,2009,4/10/09,,,10.1099/vir.0.010694-0
24739343,"Assessment of potential zoonotic disease exposure and illness related to an annual bat festival--Idanre, Nigeria","Vora NM, Osinubi M, Wallace RM, Aman-Oloniyo A, Gbadegesin YH, Sebastian YK, Saliman OA, Niezgoda M, Davis L, Recuenco S; Centers for Disease Control and Prevention (CDC).",MMWR Morb Mortal Wkly Rep. 2014 Apr 18;63(15):334.,Vora NM,MMWR Morb Mortal Wkly Rep,2014,4/18/14,PMC5779396,,
24871548,"Group B betacoronavirus in rhinolophid bats, Japan","Suzuki J, Sato R, Kobayashi T, Aoi T, Harasawa R.",J Vet Med Sci. 2014 Sep;76(9):1267-9. doi: 10.1292/jvms.14-0012. Epub 2014 May 27.,Suzuki J,J Vet Med Sci,2014,5/30/14,PMC4197156,,10.1292/jvms.14-0012
30644842,Structure of interferon-stimulated gene product 15 (ISG15) from the bat species Myotis davidii and the impact of interdomain ISG15 interactions on viral protein engagement,"Langley C, Goodwin O, Dzimianski JV, Daczkowski CM, Pegan SD.",Acta Crystallogr D Struct Biol. 2019 Jan 1;75(Pt 1):21-31. doi: 10.1107/S2059798318015322. Epub 2019 Jan 4.,Langley C,Acta Crystallogr D Struct Biol,2019,1/16/19,PMC6333284,,10.1107/S2059798318015322
32515376,The genetic landscape of COVID-19: A South Asian perspective,"Thomas V, Audsley J, Kapoor N.",J Pak Med Assoc. 2020 May;70(Suppl 3)(5):S38-S43. doi: 10.5455/JPMA.09.,Thomas V,J Pak Med Assoc,2020,6/10/20,,,10.5455/JPMA.09
20926577,Metagenomic analysis of the viromes of three North American bat species: viral diversity among different bat species that share a common habitat,"Donaldson EF, Haskew AN, Gates JE, Huynh J, Moore CJ, Frieman MB.",J Virol. 2010 Dec;84(24):13004-18. doi: 10.1128/JVI.01255-10. Epub 2010 Oct 6.,Donaldson EF,J Virol,2010,10/8/10,PMC3004358,,10.1128/JVI.01255-10
21877208,Detection of bat coronaviruses from Miniopterus fuliginosus in Japan,"Shirato K, Maeda K, Tsuda S, Suzuki K, Watanabe S, Shimoda H, Ueda N, Iha K, Taniguchi S, Kyuwa S, Endoh D, Matsuyama S, Kurane I, Saijo M, Morikawa S, Yoshikawa Y, Akashi H, Mizutani T.",Virus Genes. 2012 Feb;44(1):40-4. doi: 10.1007/s11262-011-0661-1. Epub 2011 Aug 30.,Shirato K,Virus Genes,2012,8/31/11,PMC7089452,,10.1007/s11262-011-0661-1
28883450,Virome analysis for identification of novel mammalian viruses in bats from Southeast China,"Hu D, Zhu C, Wang Y, Ai L, Yang L, Ye F, Ding C, Chen J, He B, Zhu J, Qian H, Xu W, Feng Y, Tan W, Wang C.",Sci Rep. 2017 Sep 7;7(1):10917. doi: 10.1038/s41598-017-11384-w.,Hu D,Sci Rep,2017,9/9/17,PMC5589946,,10.1038/s41598-017-11384-w
20335495,Identification of key amino acid residues required for horseshoe bat angiotensin-I converting enzyme 2 to function as a receptor for severe acute respiratory syndrome coronavirus,"Yu M, Tachedjian M, Crameri G, Shi Z, Wang LF.",J Gen Virol. 2010 Jul;91(Pt 7):1708-12. doi: 10.1099/vir.0.020172-0. Epub 2010 Mar 24.,Yu M,J Gen Virol,2010,3/26/10,,,10.1099/vir.0.020172-0
18252098,Detection of group 1 coronaviruses in bats in North America,"Dominguez SR, O'Shea TJ, Oko LM, Holmes KV.",Emerg Infect Dis. 2007 Sep;13(9):1295-300. doi: 10.3201/eid1309.070491.,Dominguez SR,Emerg Infect Dis,2007,2/7/08,PMC2857301,,10.3201/eid1309.070491
28528587,Persistent infections support maintenance of a coronavirus in a population of Australian bats (Myotis macropus),"Jeong J, Smith CS, Peel AJ, Plowright RK, Kerlin DH, McBroom J, McCallum H.",Epidemiol Infect. 2017 Jul;145(10):2053-2061. doi: 10.1017/S0950268817000991. Epub 2017 May 22.,Jeong J,Epidemiol Infect,2017,5/23/17,PMC5776035,NIHMS933497,10.1017/S0950268817000991
