Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Thermal biology, torpor use and activity patterns of a small diurnal marsupial from a tropical desert: sexual differences","Koertner, Gerhard; Rojas, A. Daniella; Geiser, Fritz",,,,JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY,AUG 2010,2010,180,6,,,,869,876,,10.1007/s00360-010-0459-9,,,23,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,2,6,2,1,4,1,0
COVALENT IMMOBILIZATION OF ASPERGILLUS-NIGER ON PHEMA MEMBRANE - APPLICATION TO CONTINUOUS-FLOW REACTORS,"ARICA, MY; SHARIF, FA; ALAEDDINOGLU, NG; HASIRCI, N; HASIRCI, V",,,,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,1993,1993,58,3,,,,281,285,,,,,23,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,1,1,1,0,2,1,3,0,0,1,1,1,2,0,0,0,0,0,0
Cytochrome P460 of Nitrosomonas europaea - Formation of the heme-lysine cross-link in a heterologous host and mutagenic conversion to a non-cross-linked cytochrome c ',"Bergmann, DJ; Hooper, AB",,,,EUROPEAN JOURNAL OF BIOCHEMISTRY,MAY 2003,2003,270,9,,,,1935,1941,,10.1046/j.1432-1033.2003.03550.x,,,22,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,0,0,2,1,1,1,1,0,1,2,1,4,0
ANIMAL BITES - GUIDELINES TO CURRENT MANAGEMENT,"ANDERSON, CR",,,,POSTGRADUATE MEDICINE,JUL 1992,1992,92,1,,,,134,+,,,,,22,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,1,1,1,0,2,0,1,0,2,0,0,1,0,0,0,1,0,0,3,0,0
Potential Factors Influencing Repeated SARS Outbreaks in China,"Sun, Zhong; Thilakavathy, Karuppiah; Kumar, S. Suresh; He, Guozhong; Liu, Shi V.",,,,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,MAR 2020,2020,17,5,,,,,,1633,10.3390/ijerph17051633,,,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
Murine Coronavirus Ubiquitin-Like Domain Is Important for Papain-Like Protease Stability and Viral Pathogenesis,"Mielech, Anna M.; Deng, Xufang; Chen, Yafang; Kindler, Eveline; Wheeler, Dorthea L.; Mesecar, Andrew D.; Thiel, Volker; Perlman, Stanley; Baker, Susan C.",,,,JOURNAL OF VIROLOGY,MAY 2015,2015,89,9,,,,4907,4917,,10.1128/JVI.00338-15,,,21,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,2,3,3,0
Block of sodium channels by divalent mercury: Role of specific cysteinyl residues in the P-loop region,"Hisatome, I; Kurata, Y; Sasaki, N; Morisaki, T; Morisaki, H; Tanaka, Y; Urashima, T; Yatsuhashi, T; Tsuboi, M; Kitamura, F; Miake, J; Takeda, S; Taniguchi, S; Ogino, K; Igawa, O; Yoshida, A; Sato, R; Makita, N; Shigemasa, C",,,,BIOPHYSICAL JOURNAL,SEP 2000,2000,79,3,,,,1336,1345,,10.1016/S0006-3495(00)76386-7,,,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,1,1,0,1,0,3,1,1,0,3,0,0,0,0,1,0
Single-click beam patterns suggest dynamic changes to the field of view of echolocating Atlantic spotted dolphins (Stenella frontalis) in the wild,"Jensen, Frants H.; Wahlberg, Magnus; Beedholm, Kristian; Johnson, Mark; de Soto, Natacha Aguilar; Madsen, Peter T.",,,,JOURNAL OF EXPERIMENTAL BIOLOGY,MAY 2015,2015,218,9,,,,1314,1324,,10.1242/jeb.116285,,,20,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,4,2,0
Are Flying-Foxes Coming to Town? Urbanisation of the Spectacled Flying-Fox (Pteropus conspicillatus) in Australia,"Tait, Jessica; Perotto-Baldivieso, Humberto L.; McKeown, Adam; Westcott, David A.",,,,PLOS ONE,OCT 8 2014,2014,9,10,,,,,,e109810,10.1371/journal.pone.0109810,,,20,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,2,5,0
Chimeric Exchange of Coronavirus nsp5 Proteases (3CLpro) Identifies Common and Divergent Regulatory Determinants of Protease Activity,"Stobart, Christopher C.; Sexton, Nicole R.; Munjal, Havisha; Lu, Xiaotao; Molland, Katrina L.; Tomar, Sakshi; Mesecar, Andrew D.; Denison, Mark R.",,,,JOURNAL OF VIROLOGY,DEC 2013,2013,87,23,,,,12611,12618,,10.1128/JVI.02050-13,,,20,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,14,0
A de novo Assembly of the Common Frog (Rana temporaria) Transcriptome and Comparison of Transcription Following Exposure to Ranavirus and Batrachochytrium dendrobatidis,"Price, Stephen J.; Garner, Trenton W. J.; Balloux, Francois; Ruis, Chris; Paszkiewicz, Konrad H.; Moore, Karen; Griffiths, Amber G. F.",,,,PLOS ONE,JUN 25 2015,2015,10,6,,,,,,e0130500,10.1371/journal.pone.0130500,,,19,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,0,1,0
Home Range and Habitat Selection of the Indiana Bat in an Agricultural Landscape,"Kniowski, Andrew B.; Gehrt, Stanley D.",,,,JOURNAL OF WILDLIFE MANAGEMENT,APR 2014,2014,78,3,,,,503,512,,10.1002/jwmg.677,,,19,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,4,0
Detection probability in aerial surveys of feral horses,"Ransom, Jason I.",,,,JOURNAL OF WILDLIFE MANAGEMENT,FEB 2012,2012,76,2,,,,299,307,,10.1002/jwmg.204,,,19,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,4,1,4,2,2,0
Differential stepwise evolution of SARS coronavirus functional proteins in different host species,"Tang, Xianchun; Li, Gang; Vasilakis, Nikos; Zhang, Yuan; Shi, Zhengli; Zhong, Yang; Wang, Lin-Fa; Zhang, Shuyi",,,,BMC EVOLUTIONARY BIOLOGY,MAR 5 2009,2009,9,,,,,,,52,10.1186/1471-2148-9-52,,,19,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,4,1,1,0,1,0,1,1,0
"Microhabitat use by larvae and females of a rare barrens butterfly, frosted elfin (Callophrys irus)","Albanese, Gene; Vickery, Peter D.; Sievert, Paul R.",,,,JOURNAL OF INSECT CONSERVATION,DEC 2008,2008,12,6,,,,603,615,,10.1007/s10841-007-9097-2,,,19,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,2,1,0,3,1,1,1,0
Use of wildlife water developments by birds in southwest Arizona during migration,"Lynn, Janet C.; Chambers, Carol L.; Rosenstock, Steven S.",,,,WILDLIFE SOCIETY BULLETIN,OCT 2006,2006,34,3,,,,592,601,,10.2193/0091-7648(2006)34[592:UOWWDB]2.0.CO;2,,,19,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,2,1,3,1,3,0,2,1,0
"Cameroonian fruit bats harbor divergent viruses, including rotavirus H, bastroviruses, and picobirnaviruses using an alternative genetic code","Yinda, Claude Kwe; Ghogomu, Stephen Mbigha; Conceicao-Neto, Nadia; Beller, Leen; Deboutte, Ward; Vanhulle, Emiel; Maes, Piet; Van Ranst, Marc; Matthijnssens, Jelle",,,,VIRUS EVOLUTION,JAN 2018,2018,4,1,,,,,,vey008,10.1093/ve/vey008,,,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0
High-level expression of a recombinant active microbial transglutaminase in Escherichia coli,"Salis, Barbara; Spinetti, Gaia; Scaramuzza, Silvia; Bossi, Michele; Jotti, Gloria Saccani; Tonon, Giancarlo; Crobu, Davide; Schrepfer, Rodolfo",,,,BMC BIOTECHNOLOGY,SEP 15 2015,2015,15,,,,,,,84,10.1186/s12896-015-0202-4,,,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,0
"Application of Current Hemorrhage Control Techniques for Backcountry Care: Part Two, Hemostatic Dressings and Other Adjuncts","Littlejohn, Lanny; Bennett, Brad L.; Drew, Brendon",,,,WILDERNESS & ENVIRONMENTAL MEDICINE,JUN 2015,2015,26,2,,,,246,254,,10.1016/j.wem.2014.08.018,,,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,2,1,0
Oriented immobilization of the tobacco etch virus protease for the cleavage of fusion proteins,"Miladi, Baligh; El Marjou, Ahmed; Boeuf, Guilhem; Bouallagui, Hassib; Dufour, Florence; Di Martino, Patrick; Elm'selmi, Abdellatif",,,,JOURNAL OF BIOTECHNOLOGY,APR 15 2012,2012,158,3,,,,97,103,,10.1016/j.jbiotec.2012.01.010,,,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,6,2,0,2,0
A survey for Batrachochytrium salamandrivorans in Chinese amphibians,"Zhu, Wei; Xu, Feng; Bai, Changming; Liu, Xuan; Wang, Supen; Gao, Xu; Yan, Shaofei; Li, Xianping; Liu, Zetian; Li, Yiming",,,,CURRENT ZOOLOGY,DEC 2014,2014,60,6,,,,729,735,,10.1093/czoolo/60.6.729,,,17,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,2,1,0
Roost selection in suburban bushland by the urban sensitive bat Nyctophilus gouldi,"Threlfall, Caragh G.; Law, Bradley; Banks, Peter B.",,,,JOURNAL OF MAMMALOGY,APR 2013,2013,94,2,,,,307,319,,10.1644/11-MAMM-A-393.1,,,17,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,0,4,1,2,0
Influence of Urbanization on Demography of Little Brown Bats (Myotis lucifugus) in the Prairies of North America,"Coleman, Joanna L.; Barclay, Robert M. R.",,,,PLOS ONE,MAY 25 2011,2011,6,5,,,,,,e20483,10.1371/journal.pone.0020483,,,17,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,3,2,1,1,0
"Spatial distribution, territoriality and sound production by tropical cryptic butterflies (Hamadryas, Lepidoptera : Nymphalidae): Implications for the industrial melanism debate","Monge-Najera, J; Hernandez, F; Gonzalez, MI; Soley, J; Araya, J; Zolla, S",,,,REVISTA DE BIOLOGIA TROPICAL,JUN 1998,1998,46,2,,,,297,329,,,,,17,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,0,1,0,0,0,0,2,0,0,2,0,1,0,3,0,0
Going to Bat(s) for Studies of Disease Tolerance,"Mandl, Judith N.; Schneider, Caitlin; Schneider, David S.; Baker, Michelle L.",,,,FRONTIERS IN IMMUNOLOGY,SEP 20 2018,2018,9,,,,,,,2112,10.3389/fimmu.2018.02112,,,16,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0
"Identification of Alpha and Beta Coronavirus in Wildlife Species in France: Bats, Rodents, Rabbits, and Hedgehogs","Monchatre-Leroy, Elodie; Boue, Franck; Boucher, Jean-Marc; Renault, Camille; Moutou, Francois; Gouilh, Meriadeg Ar; Umhang, Gerald",,,,VIRUSES-BASEL,DEC 2017,2017,9,12,,,,,,364,10.3390/v9120364,,,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0
Permissivity of Dipeptidyl Peptidase 4 Orthologs to Middle East Respiratory Syndrome Coronavirus Is Governed by Glycosylation and Other Complex Determinants,"Peck, Kayla M.; Scobey, Trevor; Swanstrom, Jesica; Jensen, Kara L.; Burch, Christina L.; Baric, Ralph S.; Heise, Mark T.",,,,JOURNAL OF VIROLOGY,OCT 2017,2017,91,19,,,,,,e00534-17,10.1128/JVI.00534-17,,,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0
Evaluating the regional cumulative impact of wind farms on birds: how can spatially explicit dynamic modelling improve impact assessments and monitoring?,"Bastos, Rita; Pinhancos, Ana; Santos, Mario; Fernandes, Rui F.; Vicente, Joana R.; Morinha, Francisco; Honrado, Joao P.; Travassos, Paulo; Barros, Paulo; Cabral, Joao A.",,,,JOURNAL OF APPLIED ECOLOGY,OCT 2016,2016,53,5,,,,1330,1340,,10.1111/1365-2664.12451,,,16,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,4,2,0
"Relationships Between Bat Occupancy and Habitat and Landscape Structure Along a Savanna, Woodland, Forest Gradient in the Missouri Ozarks","Starbuck, Clarissa A.; Amelon, Sybill K.; Thompson, Frank R., III",,,,WILDLIFE SOCIETY BULLETIN,MAR 2015,2015,39,1,,,,20,30,,10.1002/wsb.512,,,16,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,1,0
Resource selection by Indiana bats during the maternity season,"Womack, Kathryn M.; Amelon, Sybill K.; Thompson, Frank R.",,,,JOURNAL OF WILDLIFE MANAGEMENT,MAY 2013,2013,77,4,,,,707,715,,10.1002/jwmg.498,,,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,2,3,1,0,0
"SPACE-TIME MODELS FOR A PANZOOTIC IN BATS, WITH A FOCUS ON THE ENDANGERED INDIANA BAT","Thogmartin, Wayne E.; King, R. Andrew; Szymanski, Jennifer A.; Pruitt, Lori",,,,JOURNAL OF WILDLIFE DISEASES,OCT 2012,2012,48,4,,,,876,887,,10.7589/2011-06-176,,,16,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,1,1,0,1,0
"Palaeoecological evidence for the middle and late Holocene vegetation, climate and land use in the upper Don River basin (Russia)","Novenko, E. Yu; Volkova, E. M.; Glasko, M. P.; Zuganova, I. S.",,,,VEGETATION HISTORY AND ARCHAEOBOTANY,AUG 2012,2012,21,4-5,,,SI,337,352,,10.1007/s00334-011-0339-6,,,16,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,1,3,3,0
