"","X.1","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","family"
"166",769,769,1036,"identification of a novel coronavirus in bats","Poon et al.","Journal of Virology",2005,4,1,0.25,"Miniopterus schreibersii","alphacoronavirus",NA,"","bat","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"fecal swab","China","N","Hong Kong","three different geographic locations",NA,NA,"",2003,"",2004,"","Summer","Summer",NA,"N","Y, natural reservoirs or country parks","N","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","swab",1,0,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"167",795,795,2703,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,11,2,0.181818,"Myotis emarginatus","alphacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments (positive in East of France)",NA,NA,"2014",NA,"",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","tissue",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Myotis emarginatus","VESPERTILIONIDAE"
"168",800,800,1059,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,1,1,1,"Myotis nattereri","alphacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments (positive in North of France)",NA,NA,"2015",NA,"",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","tissue",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Myotis nattereri","VESPERTILIONIDAE"
"169",813,813,2713,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,127,4,0.031496,"Pipistrellus pipistrellus","alphacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments",NA,NA,"2014",NA,"",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","tissue",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Pipistrellus pipistrellus","VESPERTILIONIDAE"
"170",814,814,2714,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,78,1,0.012821,"Pipistrellus pipistrellus","alphacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments",NA,NA,"2015",NA,"",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","tissue",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Pipistrellus pipistrellus","VESPERTILIONIDAE"
"171",833,833,1073,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,1,1,1,"Miniopterus schreibersii","alphacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments (2 areas in the South and East of France)",NA,NA,"2014",NA,"",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","tissue",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"172",834,834,2726,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,4,1,0.25,"Miniopterus schreibersii","alphacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments (2 areas in the South and East of France)",NA,NA,"2015",NA,"",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","tissue",1,1,1,1,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"173",836,836,1075,"identification of diverse alphacoronaviruses and genomic characterization of a novel severe acute respiratory syndrome-like coronavirus from bats in china","He et al.","J Virol",2014,32,2,0.0625,"Rhinolophus ferrumequinum","alphacoronavirus",NA,"","","hipposideros bat coronavirus","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"rectal swab","China","N","Yunnan","Bingchuan",NA,NA,"2011",NA,"",NA,"","","Year",NA,"N","N","Y, , coinfection with different alphacoronaviruses did exist within a bat population in one location","","VERENA Admin","4/12/2022 2:18pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"174",837,837,1076,"identification of diverse alphacoronaviruses and genomic characterization of a novel severe acute respiratory syndrome-like coronavirus from bats in china","He et al.","J Virol",2014,30,1,0.033333,"Rhinolophus ferrumequinum","alphacoronavirus",NA,"","","hipposideros bat coronavirus","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"rectal swab","China","N","Yunnan","Jinghong",NA,NA,"2011",NA,"",NA,"","","Year",NA,"N","N","Y, , coinfection with different alphacoronaviruses did exist within a bat population in one location","","VERENA Admin","4/12/2022 2:18pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"175",840,840,1079,"identification of diverse alphacoronaviruses and genomic characterization of a novel severe acute respiratory syndrome-like coronavirus from bats in china","He et al.","J Virol",2014,4,1,0.25,"Rhinolophus hipposideros","alphacoronavirus",NA,"","","hipposideros bat coronavirus","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"rectal swab","China","N","Yunnan","Jinghong",NA,NA,"2011",NA,"",NA,"","","Year",NA,"N","N","Y, , coinfection with different alphacoronaviruses did exist within a bat population in one location","","VERENA Admin","4/12/2022 2:18pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus hipposideros","RHINOLOPHIDAE"
"176",842,842,1081,"identification of diverse alphacoronaviruses and genomic characterization of a novel severe acute respiratory syndrome-like coronavirus from bats in china","He et al.","J Virol",2014,83,11,0.13253,"Myotis davidii","alphacoronavirus",NA,"","","myotis 5/miniopterus 1/myotis HKU6-like, myotis 4","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"rectal swab","China","N","Yunnan","Xiangyun",NA,NA,"2011",NA,"",NA,"","","Year",NA,"N","N","Y, , coinfection with different alphacoronaviruses did exist within a bat population in one location","","VERENA Admin","4/12/2022 2:18pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis davidii","VESPERTILIONIDAE"
"177",843,843,2695,"identification of diverse alphacoronaviruses and genomic characterization of a novel severe acute respiratory syndrome-like coronavirus from bats in china","He et al.","J Virol",2014,22,2,0.090909,"Myotis daubentonii","alphacoronavirus",NA,"","","myotis 5/myotis 4","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"rectal swab","China","N","Yunnan","Xiangyun",NA,NA,"2011",NA,"",NA,"","","Year",NA,"N","N","Y, , coinfection with different alphacoronaviruses did exist within a bat population in one location","","VERENA Admin","4/12/2022 2:18pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis daubentonii","VESPERTILIONIDAE"
"178",844,844,2696,"identification of diverse alphacoronaviruses and genomic characterization of a novel severe acute respiratory syndrome-like coronavirus from bats in china","He et al.","J Virol",2014,64,5,0.078125,"Myotis daubentonii","alphacoronavirus",NA,"","","myotis 5/myotis HKU-6 like/myotis 4","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"rectal swab","China","N","Yunnan","Bingchuan",NA,NA,"2011",NA,"",NA,"","","Year",NA,"N","N","Y, , coinfection with different alphacoronaviruses did exist within a bat population in one location","","VERENA Admin","4/12/2022 2:18pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis daubentonii","VESPERTILIONIDAE"
"179",852,852,1089,"insectivorous bats carry host specific astroviruses and coronaviruses across different regions in germany","Fischer et al.","Infect Genet Evol",2016,321,1,0.003115,"Myotis bechsteinii","alphacoronavirus",NA,"","","","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"""saliva, faeces, and urine samples""","Germany","N","Bavaria","",NA,NA,"",2011,"May",2014,"May","","Year",NA,"N","Y, bat boxes in forest","Y, AstV, PmV, CoV","","VERENA Admin","4/12/2022 2:18pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis bechsteinii","VESPERTILIONIDAE"
"180",857,857,1094,"insectivorous bats carry host specific astroviruses and coronaviruses across different regions in germany","Fischer et al.","Infect Genet Evol",2016,22,2,0.090909,"Pipistrellus nathusii","alphacoronavirus",NA,"","","","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"""saliva, faeces, and urine samples""","Germany","N","Mecklenburg Western Pomerania","",NA,NA,"",2012,"July",2013,"July","","Year",NA,"N","Y, bat boxes in forest","Y, AstV, PmV, CoV","","VERENA Admin","4/12/2022 2:18pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Pipistrellus nathusii","VESPERTILIONIDAE"
"181",859,859,1096,"insectivorous bats carry host specific astroviruses and coronaviruses across different regions in germany","Fischer et al.","Infect Genet Evol",2016,12,2,0.166667,"Pipistrellus pygmaeus","alphacoronavirus",NA,"","","","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"""saliva, faeces, and urine samples""","Germany","N","Mecklenburg Western Pomerania","",NA,NA,"",2012,"July",2013,"July","","Year",NA,"N","Y, bat boxes in forest","Y, AstV, PmV, CoV","","VERENA Admin","4/12/2022 2:18pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Pipistrellus pygmaeus","VESPERTILIONIDAE"
"182",860,860,1097,"insectivorous bats carry host specific astroviruses and coronaviruses across different regions in germany","Fischer et al.","Infect Genet Evol",2016,74,6,0.081081,"Myotis nattereri","alphacoronavirus",NA,"","","","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"""saliva, faeces, and urine samples""","Germany","N","North Rhine Westphalia","",NA,NA,"2014",NA,"July",NA,"September","","Summer,Fall",NA,"N","Y, cow barns","Y, AstV, PmV, CoV","","VERENA Admin","4/12/2022 2:18pm","pooled swabs/samples","pooled",1,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis nattereri","VESPERTILIONIDAE"
"183",879,879,2920,"middle east respiratory syndrome coronavirus in bats, saudi arabia","Memish et al.","Emerg Infect Dis",2013,25,1,0.04,"Taphozous perforates","alphacoronavirus",NA,"","","bovine respiratory CoV or Kenya bat CoV BtKY86","single","cross-sectional","RNA","PCR","single","RdRp",NA,"fecal pellets","Saudi Arabia","N","Bisha","Bisha ruins",NA,NA,"2012",NA,"",NA,"","October","Fall",NA,"N","Y","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Taphozous perforatus","EMBALLONURIDAE"
"184",882,882,1131,"middle east respiratory syndrome coronavirus in bats, saudi arabia","Memish et al.","Emerg Infect Dis",2013,10,1,0.1,"Taphozous perforates","alphacoronavirus",NA,"","","bovine respiratory CoV or Kenya bat CoV BtKY86","single","cross-sectional","RNA","PCR","single","RdRp",NA,"roost feces","Saudi Arabia","N","Bisha","Bisha ruins",NA,NA,"2012",NA,"",NA,"","October","Fall",NA,"N","Y","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Taphozous perforatus","EMBALLONURIDAE"
"185",885,885,2921,"middle east respiratory syndrome coronavirus in bats, saudi arabia","Memish et al.","Emerg Infect Dis",2013,25,4,0.16,"Eidolon helvum","alphacoronavirus",NA,"","","Kenya bat CoV BtKY86","single","cross-sectional","RNA","PCR","single","RdRp",NA,"fecal pellets","Saudi Arabia","N","Bisha","Bisha town center",NA,NA,"2012",NA,"",NA,"","October","Fall",NA,"N","Y","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Eidolon helvum","PTEROPODIDAE"
"186",905,905,2962,"middle east respiratory syndrome coronavirus in bats, saudi arabia","Memish et al.","Emerg Infect Dis",2013,209,90,0.430622,"Rhinopoma hardwickii","alphacoronavirus",NA,"","","canine coronavirus (5), miniopterus bat coronavirus (2), chaerephron bat coronavirus (84)","single","cross-sectional","RNA","PCR","single","RdRp",NA,"roost feces","Saudi Arabia","N","Bisha","Greater Bisha area",NA,NA,"2013",NA,"",NA,"","April","Spring",NA,"N","Y","N","","VERENA Admin","4/25/2022 8:56pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinopoma hardwickii","RHINOPOMATIDAE"
"187",908,908,1155,"middle east respiratory syndrome coronavirus in bats, saudi arabia","Memish et al.","Emerg Infect Dis",2013,263,126,0.479087,"Pipistrellus kuhlii","alphacoronavirus",NA,"","","P.kuh-Spain (69), canine coronavirus (3), P.pyg/Germany (37), HCoV NL63 (1), Rousettus CoV HKU10 (2), porcine epidemic diarrhea virus (11), Cardioderma CoV (2), Hipposideros CoV HKU10 (1)","single","cross-sectional","RNA","PCR","single","RdRp",NA,"roost feces","Saudi Arabia","N","Unaizah","Greater Unaizah area",NA,NA,"2013",NA,"",NA,"","April","Spring",NA,"N","Y","N","","VERENA Admin","4/25/2022 9:00pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Pipistrellus kuhlii","VESPERTILIONIDAE"
"188",911,911,1160,"molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses","Waruhiu et al.","Virol Sin",2017,33,2,0.060606,"Hipposideros caffer","alphacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faecal samples","Kenya","N","Taita","",NA,NA,"",2012,"November",2015,"November","","Year",NA,"N","Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus","","VERENA Admin","4/26/2022 2:30pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Hipposideros caffer","HIPPOSIDERIDAE"
"189",912,912,1164,"molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses","Waruhiu et al.","Virol Sin",2017,150,22,0.146667,"Otomops martiensseni","alphacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faecal samples","Kenya","N","Kajiado","",NA,NA,"",2012,"November",2015,"November","","Year",NA,"N","Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus","","VERENA Admin","4/26/2022 2:31pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Otomops martiensseni","MOLOSSIDAE"
"190",921,921,1177,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,51,1,0.019608,"Miniopterus magnater","alphacoronavirus",NA,"","","Bat-CoV HKU7","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","New territories",NA,NA,"",2004,"April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus magnater","MINIOPTERIDAE"
"191",922,922,1178,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,25,4,0.16,"Miniopterus pusillus","alphacoronavirus",NA,"","","Bat-CoV HKU8 (n=1) and previously reported virus (n=3)","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","New territories",NA,NA,"",2004,"April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus pusillus","MINIOPTERIDAE"
"192",924,924,1180,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,23,1,0.043478,"Myotis ricketti","alphacoronavirus",NA,"","","Bat-Cov HKU6","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","",NA,NA,"",2004,"April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis pilosus","VESPERTILIONIDAE"
"193",928,928,1184,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,118,2,0.016949,"Rhinolophus sinicus","alphacoronavirus",NA,"","","Bat-CoV HKU2","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","New territories, Hong Kong Island",NA,NA,"",2004,"April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/25/2022 2:47pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"194",964,964,1219,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,12,1,0.083333,"Rhinolophus ferrumequinum","alphacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","1, 2 (positive), 4, 26, 40",NA,NA,"",2012,"",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
