"","X.1","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","family"
"127",1050,1050,1312,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,41,14,0.341463,"Pipistrellus abramus","betacoronavirus",NA,"Merbecovirus","","BtCoV/355/05","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Anhui, Henan, Sichuan (positives)","8 sites total, 3 sites positive",NA,NA,"",2004,"November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/25/2022 5:44pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Pipistrellus abramus","VESPERTILIONIDAE"
"128",1061,1061,1323,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,14,2,0.142857,"Tyloncyteris pachypus","betacoronavirus",NA,"Merbecovirus","","BtCoV/133/05","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guandong ","",NA,NA,"",2004,"November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/25/2022 5:44pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Tylonycteris pachypus","VESPERTILIONIDAE"
"129",1165,1165,1424,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,11,3,0.272727,"Hipposideros larvatus","betacoronavirus",NA,"","","HI BcoV T","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Chachoengsao","Cave 17",NA,NA,"2007",NA,"",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Hipposideros larvatus","HIPPOSIDERIDAE"
"130",1172,1172,1431,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,40,21,0.525,"Hipposideros larvatus","betacoronavirus",NA,"","","HI BcoV T","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Chachoengsao","Cave 17",NA,NA,"2008",NA,"",NA,"","September","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Hipposideros larvatus","HIPPOSIDERIDAE"
"131",1253,1253,1513,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,48,8,0.166667,"Rhinolophus ferrumequinum","betacoronavirus",NA,"Sarbecovirus","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Rocafort","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"132",1349,1349,1609,"severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats","Lau et al.","Proceedings of The National Academy of Sciences of The United States of America",2005,59,23,0.389831,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Hong Kong","11 sites",NA,NA,"",2004,"",2005,"","Spring to Summer","Year",NA,"N","Y","N","","VERENA Admin","4/29/2022 12:13pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"133",1364,1364,1632,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,53,4,0.075472,"Ia io","betacoronavirus",NA,"Merbecovirus","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Ruyuan, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Ia io","VESPERTILIONIDAE"
"134",1374,1374,1642,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,75,15,0.2,"Pipistrellus abramus","betacoronavirus",NA,"Merbecovirus","","HKU5","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Xuwen, Yingde, Huadu, Baiyun, Ruyuan, Shenzhen, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Pipistrellus abramus","VESPERTILIONIDAE"
"135",1375,1375,1643,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,7,1,0.142857,"Pipistrellus minus","betacoronavirus",NA,"Merbecovirus","","HKU5","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Baiyun, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Pipistrellus tenuis","VESPERTILIONIDAE"
"136",1376,1376,1644,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,42,6,0.142857,"Pipistrellus pipistrellus","betacoronavirus",NA,"Merbecovirus","","HKU5","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Xuwen, Yingde, Ruyuan, Shenzhen, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Pipistrellus pipistrellus","VESPERTILIONIDAE"
"137",1380,1380,1648,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,70,11,0.157143,"Tyloncyteris pachypus","betacoronavirus",NA,"Merbecovirus","","HKU4","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guanxi Zhuang","Chongzuo",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Tylonycteris pachypus","VESPERTILIONIDAE"
"138",1383,1383,1651,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,159,34,0.213836,"Vespertilio superans","betacoronavirus",NA,"Merbecovirus","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Sichuan","Zigong",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Vespertilio sinensis","VESPERTILIONIDAE"
"139",1400,1400,1698,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,7,4,0.571429,"Cynopterus sphinx","betacoronavirus",NA,"Nobecovirus","","HKU9 (2), ? (2)","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chonburi","",NA,NA,"2012",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/25/2022 9:01pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Cynopterus sphinx","PTEROPODIDAE"
"140",1411,1411,1710,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,20,1,0.05,"Hipposideros larvatus","betacoronavirus",NA,"Sarbecovirus","","","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chachongsao","Rad",NA,NA,"2013",NA,"",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",1,0,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Hipposideros larvatus","HIPPOSIDERIDAE"
"141",1414,1414,1714,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,159,2,0.012579,"Hipposideros lekaguli","betacoronavirus",NA,"Nobecovirus","","","pooled","longitudinal","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan",NA,NA,"",2008,"",2012,"","","Spring,Summer,Winter",2,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",1,0,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Hipposideros lekaguli","HIPPOSIDERIDAE"
"142",1422,1422,1724,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,3,2,0.666667,"Scotophilus kuhlii","betacoronavirus",NA,"Nobecovirus","","","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chonburi","",NA,NA,"2012",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/25/2022 5:50pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Scotophilus kuhlii","VESPERTILIONIDAE"
"143",1424,1424,1733,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,8,1,0.125,"Scotophilus heathii","betacoronavirus",NA,"Nobecovirus","","","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chonburi","",NA,NA,"2012",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/25/2022 5:50pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Scotophilus heathii","VESPERTILIONIDAE"
"144",1425,1425,1734,"ecoepidemiology and complete genome comparison of different strains of severe acute respiratory syndrome-related rhinolophus bat coronavirus in china reveal bats as a reservoir for acute, self-limiting infection that allows recombination events","Lau et al.","J Virol",2010,1337,2,0.001496,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp ",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2004,"April",2008,"March","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"145",1426,1426,1735,"ecoepidemiology and complete genome comparison of different strains of severe acute respiratory syndrome-related rhinolophus bat coronavirus in china reveal bats as a reservoir for acute, self-limiting infection that allows recombination events","Lau et al.","J Virol",2010,1337,126,0.094241,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp ",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2004,"April",2008,"March","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"146",1427,1427,1736,"ecoepidemiology and complete genome comparison of different strains of severe acute respiratory syndrome-related rhinolophus bat coronavirus in china reveal bats as a reservoir for acute, self-limiting infection that allows recombination events","Lau et al.","J Virol",2010,64,4,0.0625,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp ",NA,"alimentary specimen","China","N","Guangdong ","",NA,NA,"",2004,"April",2008,"March","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"147",1451,1451,1760,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,23,1,0.043478,"Rhinolophus rex","betacoronavirus",NA,"Sarbecovirus","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Guizhou","Anlong",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus rex","RHINOLOPHIDAE"
"148",1452,1452,1761,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,83,5,0.060241,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Guizhou","Anlong",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"149",1475,1475,1784,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,157,2,0.012739,"Rhinolophus ferrumequinum","betacoronavirus",NA,"Sarbecovirus","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Jiyuan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"150",1478,1478,1787,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,21,1,0.047619,"Rhinolophus pearsonii","betacoronavirus",NA,"Sarbecovirus","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Zhejiang","Longquan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus pearsonii","RHINOLOPHIDAE"
"151",1480,1480,1789,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,136,3,0.022059,"Rhinolophus sinicus","betacoronavirus",NA,"Sarbecovirus","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Zhejiang","Longquan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"152",1481,1481,1790,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,1,1,1,"Rhinolophus thomasi","betacoronavirus",NA,"Sarbecovirus","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Zhejiang","Longquan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus thomasi","RHINOLOPHIDAE"
"153",1482,1482,1791,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,112,28,0.25,"Rhinolophus monoceros","betacoronavirus",NA,"Sarbecovirus","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Zhejiang","Longquan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"154",1508,1508,1817,"first report of coronaviruses in northern european bats","Kivistö et al.","Vector Borne Zoonotic Dis",2020,22,2,0.090909,"Eptesicus nilssonii","betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Finland","N","","",NA,NA,"",2014,"",2016,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Eptesicus nilssonii","VESPERTILIONIDAE"
"156",1518,1518,1828,"surveillance for coronaviruses in bats, lebanon and egypt, 2013-2015","Shehata et al.","Emerg Infect Dis",2016,257,1,0.003891,"Rousettus aegyptiacus","betacoronavirus",NA,"Embecovirus","murine","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"lung","Egypt","N","","",NA,NA,"",2013,"February",2015,"April","","Year",NA,"N","Y, in proximity to human-inhabited area but not in proximity to camels","N","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, but only a subset (no reason provided)","Yes","PCR","betacoronavirus",1,"Rousettus aegyptiacus","PTEROPODIDAE"
"157",1519,1519,1829,"surveillance for coronaviruses in bats, lebanon and egypt, 2013-2015","Shehata et al.","Emerg Infect Dis",2016,257,5,0.019455,"Rousettus aegyptiacus","betacoronavirus",NA,"","","HKU-9 like","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Egypt","N","","",NA,NA,"",2013,"February",2015,"April","","Year",NA,"N","Y, in proximity to human-inhabited area but not in proximity to camels","N","","VERENA Admin","4/12/2022 2:29pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","Yes, but only a subset (no reason provided)","Yes","PCR","betacoronavirus",1,"Rousettus aegyptiacus","PTEROPODIDAE"
"158",1520,1520,1830,"surveillance for coronaviruses in bats, lebanon and egypt, 2013-2015","Shehata et al.","Emerg Infect Dis",2016,257,2,0.007782,"Rousettus aegyptiacus","betacoronavirus",NA,"","","HKU-9 like","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"lung","Egypt","N","","",NA,NA,"",2013,"February",2015,"April","","Year",NA,"N","Y, in proximity to human-inhabited area but not in proximity to camels","N","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, but only a subset (no reason provided)","Yes","PCR","betacoronavirus",1,"Rousettus aegyptiacus","PTEROPODIDAE"
"160",1522,1522,1832,"surveillance for coronaviruses in bats, lebanon and egypt, 2013-2015","Shehata et al.","Emerg Infect Dis",2016,257,5,0.019455,"Rousettus aegyptiacus","betacoronavirus",NA,"","","HKU-9 like","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal swab","Egypt","N","","",NA,NA,"",2013,"February",2015,"April","","Year",NA,"N","Y, in proximity to human-inhabited area but not in proximity to camels","N","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","Yes, but only a subset (no reason provided)","Yes","PCR","betacoronavirus",1,"Rousettus aegyptiacus","PTEROPODIDAE"
"161",1525,1525,1835,"surveillance for coronaviruses in bats, lebanon and egypt, 2013-2015","Shehata et al.","Emerg Infect Dis",2016,3,1,0.333333,"Rhinolophus ferrumequinum","betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,rectal swab,serum","Lebanon","N","","",NA,NA,"",2013,"February",2015,"April","","Year",NA,"N","Y, in proximity to human-inhabited area but not in proximity to camels","N","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, but only a subset (no reason provided)","Yes","PCR","betacoronavirus",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"162",1526,1526,1836,"surveillance for coronaviruses in bats, lebanon and egypt, 2013-2015","Shehata et al.","Emerg Infect Dis",2016,438,24,0.054795,"Rousettus aegyptiacus","betacoronavirus",NA,"","","HKU-9 like","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal swab","Lebanon","N","","",NA,NA,"",2013,"February",2015,"April","","Year",NA,"N","Y, in proximity to human-inhabited area but not in proximity to camels","N","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","Yes, but only a subset (no reason provided)","Yes","PCR","betacoronavirus",1,"Rousettus aegyptiacus","PTEROPODIDAE"
