UniqueID,Field 25,author (from Imported table 2),journal (from Imported table 2),year (from Imported table 2),sample,positives,prevalence,bat_species,virus_genus,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single/multiple PCR method,Primers,gene_targets,Terminal sampling?,tissue,country,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,# Sampling Trips,Sex Info?,Habitat Disturbance Info?,Coinfection Info?,Flag,Entered by,Last modified
1032,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,16,2,0.125,Miniopterus magnater,alphacoronavirus,,bat,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 12:05pm
1033,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,19,5,0.263158,Miniopterus pusillus,alphacoronavirus,,bat,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 12:05pm
1034,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,19,12,0.631579,Miniopterus pusillus,alphacoronavirus,,bat,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 12:05pm
1035,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,4,1,0.25,Miniopterus schreibersii,alphacoronavirus,,bat,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 12:05pm
1036,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,4,1,0.25,Miniopterus schreibersii,alphacoronavirus,,bat,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 12:05pm
1037,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,3,0,0,Myotis myotis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1038,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,3,0,0,Myotis myotis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1039,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,5,0,0,Myotis ricketti,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1040,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,5,0,0,Myotis ricketti,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1041,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,3,0,0,Pipistrellus abramus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1042,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,3,0,0,Pipistrellus abramus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1043,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,2,0,0,Rhinolophus affinis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1044,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,2,0,0,Rhinolophus affinis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic lcoations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1045,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,1,0,0,Rhinolophus pusillus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic lcoations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1046,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,1,0,0,Rhinolophus pusillus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic lcoations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1047,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,6,0,0,Rhinolophus rouxi,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic lcoations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1048,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,6,0,0,Rhinolophus rouxi,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic lcoations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:10am
1049,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,4,0,0,Rhinolophus hipposideros,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
2697,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,2,0,0,Rhinolophus hipposideros,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2014,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
2698,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,2,0,0,Rhinolophus hipposideros,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2015,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
1050,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Rhinolophus ferrumequinum,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
2699,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Rhinolophus ferrumequinum,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2015,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
1051,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,3,0,0,Rhinolophus euryale,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2015,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
1052,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Barbastella barbastellus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
2701,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,3,0,0,Barbastella barbastellus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2014,,,,,,,,,,,Binqi Chen,6/26/2021 5:49pm
1053,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Myotis myotis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2014,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
1054,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Myotis blythii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2015,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
1055,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Myotis mystacinus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
2702,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,4,0,0,Myotis mystacinus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2015,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
1056,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments (positive in East of France),,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
2703,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,11,2,0.181818,Myotis emarginatus,alphacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments (positive in East of France),,,2014,,,,,,,N,N,N,,Binqi Chen,6/16/2021 6:18pm
2704,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments (positive in East of France),,,2015,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
1057,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,3,0,0,Myotis bechsteinii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
1058,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Myotis daubentonii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
2705,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Myotis daubentonii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2014,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:49pm
1059,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,1,1,Myotis nattereri,alphacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments (positive in North of France),,,2015,,,,,,,N,N,N,,Binqi Chen,6/16/2021 6:18pm
1060,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Myotis sp.,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2015,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
1061,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,2,0,0,Nyctalus noctula,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
1062,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,2,0,0,Nyctalus leisleri,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
2706,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,9,0,0,Nyctalus leisleri,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2014,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
2707,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,4,0,0,Nyctalus leisleri,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2015,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
1063,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,4,0,0,Plecotus austriacus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
2708,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,4,0,0,Plecotus austriacus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2014,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
2709,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,2,0,0,Plecotus austriacus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2015,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
1064,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,3,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
2711,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,4,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2014,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
2712,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,8,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2015,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
1065,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,42,0,0,Pipistrellus pipistrellus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2013,,,,,,,N,N,N,,Binqi Chen,6/26/2021 5:50pm
2713,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,127,4,0.031496,Pipistrellus pipistrellus,alphacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2014,,,,,,,N,N,N,,Binqi Chen,6/16/2021 6:18pm
2714,"""identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs""",Monchatre-leroy et al.,Viruses-basel,2017,78,1,0.012821,Pipistrellus pipistrellus,alphacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,intestines,France,,74 of the 100 French administrative departments,,,2015,,,,,,,N,N,N,,Binqi Chen,6/16/2021 6:18pm
