"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","euthanasia","method_specific_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"810",910,"detection of polyoma and corona viruses in bats of canada","Misra et al.","J Gen Virol",2009,5,1,0.2,"Myotis lucifugus","alphacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp ",NA,"pooled tissue (liver/lung/small intestine/brain/kidney/spleen)","Canada","N","Manitoba","Abyss Cave","NA","NA","2008","","",NA,"","May","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","pooled tissue","0","0","0","1",NA,NA,"Yes, for this study; also rabies submissions + found carcasses were processed","PCR",1,"Myotis lucifugus","Myotis lucifugus","detection of polyoma and corona viruses in bats of canada","165","detection of polyoma and corona viruses in bats of canada",0.518007021977176,0.0454545454545455,0.2,"Myotis lucifugus","Myotis lucifugus","VESPERTILIONIDAE"
"813",917,"detection of severe acute respiratory syndrome-like, middle east respiratory syndrome-like bat coronaviruses and group h rotavirus in faeces of korean bats","Kim et al.","Transbound Emerg Dis",2016,4,2,0.5,"Miniopterus schreibersii","alphacoronavirus","","bat","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Korea","N","Munkyung","BGS Cave","NA","NA","2015","","",NA,"","December","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","0","1","0",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","detection of severe acute respiratory syndrome-like, middle east respiratory syndrome-like bat coronaviruses and group h rotavirus in faeces of korean bats","166","detection of severe acute respiratory syndrome-like, middle east respiratory syndrome-like bat coronaviruses and group h rotavirus in faeces of korean bats",0.785398163397448,0.0555555555555556,0.5,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"817",930,"detection of specific antibodies to the nucleocapsid protein fragments of severe acute respiratory syndrome-coronavirus and scotophilus bat coronavirus-512 in three insectivorous bat species","Chen YiNing et al.","Taiwan Veterinary Journal",2018,21,10,0.47619,"Scotophilus kuhlii","alphacoronavirus","","bat","Scotophilus bat CoV-512","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Taiwan","N","Yunlin","palm at Beigang sugar processing factory trees","NA","NA","","2014","September",2015,"August","","Summer,Fall",2,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","1","0","0",NA,NA,"No","PCR",1,"Scotophilus kuhlii","Scotophilus kuhlii","detection of specific antibodies to the nucleocapsid protein fragments of severe acute respiratory syndrome-coronavirus and scotophilus bat coronavirus-512 in three insectivorous bat species","167","detection of specific antibodies to the nucleocapsid protein fragments of severe acute respiratory syndrome-coronavirus and scotophilus bat coronavirus-512 in three insectivorous bat species",0.762639468888095,0.0116279069767442,0.476190476190476,"Scotophilus kuhlii","Scotophilus kuhlii","VESPERTILIONIDAE"
"856",967,"discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china","Wang et al.","Emerg Microbes Infect",2017,10,1,0.1,"Rhinolophus pusillus","alphacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","Mangshi ","NA","NA","2012","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus pusillus","Rhinolophus pusillus","discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china","168","discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china",0.373394016087184,0.0238095238095238,0.1,"Rhinolophus pusillus","Rhinolophus pusillus","RHINOLOPHIDAE"
"876",1002,"distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana","Pfefferle et al.","Emerg Infect Dis",2009,40,4,0.1,"Hipposideros caffer ruber","alphacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Ghana","N","Kwamang","Cave Kwamang","1°16""W","6°58""N","2008","","",NA,"","February","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","0","0","1","0",6.01611111111111,-1.00444444444444,"No","PCR",1,"Hipposideros ruber","Hipposideros ruber","distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana","169","distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana",0.337198290748177,0.00617283950617284,0.1,"Hipposideros ruber","Hipposideros ruber","HIPPOSIDERIDAE"
"881",1006,"distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana","Pfefferle et al.","Emerg Infect Dis",2009,11,1,0.090909,"Hipposideros caffer ruber","alphacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Ghana","N","Booyem, Brong-Ahafo","Cave Booyem B","1°59'33.5""W","7°43'25.7""N","2008","","",NA,"","February","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","0","0","1","0",7.72380555555556,-1.99263888888889,"No","PCR",1,"Hipposideros ruber","Hipposideros ruber","distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana","170","distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana",0.35668855350627,0.0217391304347826,0.0909090909090909,"Hipposideros ruber","Hipposideros ruber","HIPPOSIDERIDAE"
"898",1031,"identification of a novel coronavirus in bats","Poon et al.","Journal of Virology",2005,16,1,0.0625,"Miniopterus magnater","alphacoronavirus","","bat","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong","three different geographic locations","NA","NA","","2003","",2004,"","Summer","Summer",NA,"N","Y, natural reservoirs or country parks","N","","VERENA Admin","4/12/2022 2:17pm","lung or respiratory","1","0","0","0",NA,NA,"No","PCR",1,"Miniopterus magnater","Miniopterus magnater","identification of a novel coronavirus in bats","171","identification of a novel coronavirus in bats",0.297542220447005,0.0151515151515152,0.0625,"Miniopterus magnater","Miniopterus magnater","VESPERTILIONIDAE"
"899",1032,"identification of a novel coronavirus in bats","Poon et al.","Journal of Virology",2005,16,2,0.125,"Miniopterus magnater","alphacoronavirus","","bat","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"fecal swab","China","N","Hong Kong","three different geographic locations","NA","NA","","2003","",2004,"","Summer","Summer",NA,"N","Y, natural reservoirs or country parks","N","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Miniopterus magnater","Miniopterus magnater","identification of a novel coronavirus in bats","172","identification of a novel coronavirus in bats",0.391821843561491,0.0151515151515152,0.125,"Miniopterus magnater","Miniopterus magnater","VESPERTILIONIDAE"
"900",1033,"identification of a novel coronavirus in bats","Poon et al.","Journal of Virology",2005,19,5,0.263158,"Miniopterus pusillus","alphacoronavirus","","bat","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong","three different geographic locations","NA","NA","","2003","",2004,"","Summer","Summer",NA,"N","Y, natural reservoirs or country parks","N","","VERENA Admin","4/12/2022 2:17pm","lung or respiratory","1","0","0","0",NA,NA,"No","PCR",1,"Miniopterus pusillus","Miniopterus pusillus","identification of a novel coronavirus in bats","173","identification of a novel coronavirus in bats",0.551619257981002,0.0128205128205128,0.263157894736842,"Miniopterus pusillus","Miniopterus pusillus","VESPERTILIONIDAE"
"901",1034,"identification of a novel coronavirus in bats","Poon et al.","Journal of Virology",2005,19,12,0.631579,"Miniopterus pusillus","alphacoronavirus","","bat","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"fecal swab","China","N","Hong Kong","three different geographic locations","NA","NA","","2003","",2004,"","Summer","Summer",NA,"N","Y, natural reservoirs or country parks","N","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Miniopterus pusillus","Miniopterus pusillus","identification of a novel coronavirus in bats","174","identification of a novel coronavirus in bats",0.91191080709888,0.0128205128205128,0.631578947368421,"Miniopterus pusillus","Miniopterus pusillus","VESPERTILIONIDAE"
"902",1035,"identification of a novel coronavirus in bats","Poon et al.","Journal of Virology",2005,4,1,0.25,"Miniopterus schreibersii","alphacoronavirus","","bat","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong","three different geographic locations","NA","NA","","2003","",2004,"","Summer","Summer",NA,"N","Y, natural reservoirs or country parks","N","","VERENA Admin","4/12/2022 2:17pm","lung or respiratory","1","0","0","0",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","identification of a novel coronavirus in bats","175","identification of a novel coronavirus in bats",0.574183406001544,0.0555555555555556,0.25,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"903",1036,"identification of a novel coronavirus in bats","Poon et al.","Journal of Virology",2005,4,1,0.25,"Miniopterus schreibersii","alphacoronavirus","","bat","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"fecal swab","China","N","Hong Kong","three different geographic locations","NA","NA","","2003","",2004,"","Summer","Summer",NA,"N","Y, natural reservoirs or country parks","N","","VERENA Admin","4/12/2022 2:17pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","identification of a novel coronavirus in bats","176","identification of a novel coronavirus in bats",0.574183406001544,0.0555555555555556,0.25,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"929",2703,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,11,2,0.181818,"Myotis emarginatus","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments (positive in East of France)","NA","NA","2014","","",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","1","1","1","1",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Myotis emarginatus","Myotis emarginatus","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","177","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",0.472066555441132,0.0217391304347826,0.181818181818182,"Myotis emarginatus","Myotis emarginatus","VESPERTILIONIDAE"
"934",1059,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,1,1,1,"Myotis nattereri","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments (positive in North of France)","NA","NA","2015","","",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","1","1","1","1",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Myotis nattereri","Myotis nattereri","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","178","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",1.17809724509617,0.166666666666667,1,"Myotis nattereri","Myotis nattereri","VESPERTILIONIDAE"
"947",2713,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,127,4,0.031496,"Pipistrellus pipistrellus","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments","NA","NA","2014","","",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","1","1","1","1",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","179","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",0.188331423679228,0.00196078431372549,0.031496062992126,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","VESPERTILIONIDAE"
"948",2714,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,78,1,0.012821,"Pipistrellus pipistrellus","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments","NA","NA","2015","","",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","1","1","1","1",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","180","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",0.136269045786681,0.00318471337579618,0.0128205128205128,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","VESPERTILIONIDAE"
"967",1073,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,1,1,1,"Miniopterus schreibersii","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments (2 areas in the South and East of France)","NA","NA","2014","","",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","1","1","1","1",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","181","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",1.17809724509617,0.166666666666667,1,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"968",2726,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","Monchatre-leroy et al.","Viruses-basel",2017,4,1,0.25,"Miniopterus schreibersii","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","France","N","","74 of the 100 French administrative departments (2 areas in the South and East of France)","NA","NA","2015","","",NA,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:18pm","intestine","1","1","1","1",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs","182","identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",0.574183406001544,0.0555555555555556,0.25,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
