"","UniqueID","Field.25","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","Primers","gene_targets","Terminal.sampling.","tissue","country","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Entered.by","Last.modified","euthanasia"
"518",645,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Uroderma bilobatum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Campeche","Reserva de la Biosfera Calakmul -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"519",646,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Uroderma bilobatum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"520",647,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Uroderma bilobatum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"521",648,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,3,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"522",649,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,4,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"523",650,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,3,0,0,"Micronycteris schmidtorum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"524",651,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Micronycteris schmidtorum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"525",652,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Micronycteris microtis","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"526",653,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Mimon cozumelae","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"527",654,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Phyllostomus discolor","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"528",655,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,6,0,0,"Choeroniscus godmani","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"529",656,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Trachops cirrhosus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"530",657,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Trachops cirrhosus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"531",658,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Tonatia saurophila","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"532",659,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Chrotopterus auritus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"533",660,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,1,1,"Lonchorhina aurita","alphacoronavirus or betacoronavirus","","","Mex_CoV-3","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"534",661,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Phylloderma stenops","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"535",662,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,9,0,0,"Mormoops megalohyla","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Campeche","Reserva de la Biosfera Calakmul -Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"536",663,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Mormoops megalohyla","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"537",664,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Pteronotus davyi","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Campeche","Reserva de la Biosfera Calakmul -Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"538",665,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Pteronotus davyi","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"539",666,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,1,1,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","Mex_CoV-10","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Campeche","Reserva de la Biosfera Calakmul -Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"540",667,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Campeche","Reserva de la Biosfera Calakmul -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"541",668,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,10,0,0,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"542",669,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,7,0,0,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"543",670,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,10,0,0,"Nyctinomops macrotis","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Distrito Federal","Mexico City","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"544",671,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,5,1,0.2,"Nyctinomops laticaudatus","alphacoronavirus or betacoronavirus","","","Mex_CoV-9","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Campeche","Reserva de la Biosfera Calakmul -Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"545",672,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,10,3,0.3,"Tadarida brasiliensis","alphacoronavirus or betacoronavirus","","","Mex_CoV-9","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Distrito Federal","Mexico City","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"546",673,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,7,3,0.428571,"Myotis velifer","alphacoronavirus or betacoronavirus","","","Mex_CoV-7","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Distrito Federal","Mexico City","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"547",674,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Myotis occultus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Distrito Federal","Mexico City","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"548",675,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Myotis keaysi","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"549",676,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Myotis nigricans","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"550",677,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,1,1,"Eptesicus fuscus","alphacoronavirus or betacoronavirus","","","Mex_CoV-6","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"551",679,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,2,0,0,"Eptesicus fuscus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Distrito Federal","Mexico City","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"552",680,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Corynorhinus mexicanus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Distrito Federal","Mexico City","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"553",681,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Lasiurus intermedius","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Campeche","Reserva de la Biosfera Calakmul -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"554",682,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,17,0,0,"Bauerus dubiaquercus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"555",683,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Bauerus dubiaquercus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"556",684,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Rhynchonycteris naso","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules - Undisturbed forest","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"557",685,"coronaviruses in bats from mexico","Anthony et al.","J Gen Virol",2013,1,0,0,"Saccopteryx bilineata","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","TNA","PCR","single",NA,"RdRp",NA,"rectal/oral swab,serum","Mexico","Chiapas","Reserva de la Biosfera Montes Azules -""Disturbed"" - transition forest to agriculture","","","","","",NA,"","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"558",686,"""coronaviruses in guano from pteropus medius bats in peradeniya, sri lanka""","Kudagammana et al.","Transbound Emerg Dis",2018,50,8,0.16,"Pteropus medius","betacoronavirus ","Group D","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Sri Lanka","","Royal Botanical Gardens ","","","2014","","February",NA,"March","",NA,"","","","Binqi Chen","3/13/2021 5:02pm","N"
"559",687,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,17,0,0,"Epomophorus labiatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","consensus RT-PCR","multiple",NA,"Cytb & CO1",NA,"rectal/oral swab","Rwanda","","2","","","","","",NA,"","",NA,"","","","Binqi Chen","6/21/2021 11:57am","N"
"560",688,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,78,0,0,"Mops condylurus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","consensus RT-PCR","multiple",NA,"Cytb & CO1",NA,"rectal/oral swab","Rwanda","","25","","","","","",NA,"","",NA,"","","","Binqi Chen","6/21/2021 11:58am","N"
"561",689,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,20,0,0,"Mops condylurus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","consensus RT-PCR","multiple",NA,"Cytb & CO1",NA,"rectal/oral swab","Rwanda","","18","","","","","",NA,"","",NA,"","","","Binqi Chen","6/21/2021 11:58am","N"
"562",690,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,15,1,0.066667,"Hipposideros caffer","betacoronavirus ","","","PREDICT_CoV-44","single","cross-sectional","RNA","consensus RT-PCR","multiple",NA,"Cytb & CO1",NA,"rectal/oral swab","Rwanda","","12","","","2011","","",NA,"","Rainy",NA,"","","","Binqi Chen","6/21/2021 11:58am","N"
"563",691,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,19,2,0.105263,"Rhinolophus clivosus","betacoronavirus ","","","PREDICT_CoV-43","single","cross-sectional","RNA","consensus RT-PCR","multiple",NA,"Cytb & CO1",NA,"rectal/oral swab","Rwanda","","12","","","2011","","",NA,"","Rainy",NA,"","","","Binqi Chen","6/21/2021 11:58am","N"
"564",734,"coronaviruses detected in bats in close contact with humans in rwanda","Nziza et al.","Ecohealth",2020,19,1,0.052632,"Rhinolophus clivosus","betacoronavirus ","","","PREDICT_CoV-44","single","cross-sectional","RNA","consensus RT-PCR","multiple",NA,"Cytb & CO1",NA,"rectal/oral swab","Rwanda","","11","","","2013","","",NA,"","Rainy",NA,"","","","Binqi Chen","6/21/2021 11:58am","N"
