"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies"
"178",178,153,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,18,0,0,"Eptesicus fuscus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"179",179,154,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,1,0,0,"Euderma maculatum","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Euderma maculatum","Euderma maculatum","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"180",180,155,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,7,0,0,"Lasiurus cinereus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Lasiurus cinereus","Lasiurus cinereus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"181",181,156,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,7,0,0,"Lasionycteris noctivagans","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Lasionycteris noctivagans","Lasionycteris noctivagans","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"182",182,157,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,7,0,0,"Myotis californicus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis californicus","Myotis californicus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"183",183,158,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,19,0,0,"Myotis cillolabrum","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis ciliolabrum","Myotis ciliolabrum","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"184",184,159,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,22,0,0,"Myotis evotis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis evotis","Myotis evotis","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"185",185,160,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,4,0,0,"Myotis thysanodes","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis thysanodes","Myotis thysanodes","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"186",186,161,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,22,0,0,"Myotis volans","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis volans","Myotis volans","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"187",187,162,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,3,0,0,"Myotis yumanensis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis yumanensis","Myotis yumanensis","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"188",188,163,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,8,0,0,"Parastrellus hesperus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Parastrellus hesperus","Parastrellus hesperus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"189",189,164,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,13,0,0,"Tadarida brasiliensis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 9",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Tadarida brasiliensis","Tadarida brasiliensis","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"190",190,165,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,8,0,0,"Eptesicus fuscus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 10",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"191",191,166,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,13,0,0,"Lasionycteris noctivagans","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 10",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Lasionycteris noctivagans","Lasionycteris noctivagans","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"192",192,167,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,6,0,0,"Myotis evotis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 10",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis evotis","Myotis evotis","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"193",193,168,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,7,0,0,"Myotis occultus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 10",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis occultus","Myotis occultus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"194",194,169,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,23,0,0,"Myotis volans","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 10",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis volans","Myotis volans","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"195",195,170,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,1,0,0,"Myotis yumanensis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 10",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis yumanensis","Myotis yumanensis","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"196",196,171,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,3,0,0,"Eptesicus fuscus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 11",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Eptesicus fuscus","Eptesicus fuscus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"197",197,172,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,7,0,0,"Lasiurus cinereus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 11",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Lasiurus cinereus","Lasiurus cinereus","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
"198",198,173,"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans","Osborne et al.","Plos One",2011,3,0,0,"Lasionycteris noctivagans","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces/anal swab","United States of America","N","Colorado","Site 11",NA,NA,"2007","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Lasionycteris noctivagans","Lasionycteris noctivagans","alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans"
