,X,UniqueID,title,author..from.Imported.table.2.,journal..from.Imported.table.2.,year..from.Imported.table.2.,sample,positives,prevalence,bat_species,virus_genus,virus_genus_notes,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single.multiple.PCR.method,gene_targets,Terminal.sampling.,tissue,country,country_hemisphere,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,sample_season_simplified,X..Sampling.Trips,Sex.Info.,Habitat.Disturbance.Info.,Coinfection.Info.,Flag,Entered.by,Last.modified,tissue_simplified,sample_simplified,summer,fall,winter,spring,latidudedecimal,longitudedecimal,gene_targets_simplified,euthanasia,euthanasia_simplified,method_specific_simplified,virus_genus_simplified,spec,species_for_reader,species,studies,species_char,family
268,268,252,bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,2,0,0,Neoromicia malagasyensis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Madagascar,S,,,NA,NA,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Neoromicia malagasyensis,Neoromicia malagasyensis,bat coronavirus phylogeography in the western indian ocean,Neoromicia malagasyensis,VESPERTILIONIDAE
269,269,253,bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,4,0,0,Neoromicia matroka,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Madagascar,S,,,NA,NA,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Neoromicia matroka,Neoromicia matroka,bat coronavirus phylogeography in the western indian ocean,Neoromicia matroka,VESPERTILIONIDAE
270,270,254,bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,5,0,0,Pipistrellus hesperidus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,rectal/oral swab,Madagascar,S,,,NA,NA,2014,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:07pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pipistrellus hesperidus,Pipistrellus hesperidus,bat coronavirus phylogeography in the western indian ocean,Pipistrellus hesperidus,VESPERTILIONIDAE
271,271,255,bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,6,0,0,Momopterus acetabulosus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Mauritius,S,,,NA,NA,2012,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Mormopterus acetabulosus,Mormopterus acetabulosus,bat coronavirus phylogeography in the western indian ocean,Mormopterus acetabulosus,MOLOSSIDAE
272,272,256,bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,48,0,0,Pteropus niger,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,lung,Mauritius,S,,,NA,NA,2012,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:07pm,lung or respiratory,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pteropus niger,Pteropus niger,bat coronavirus phylogeography in the western indian ocean,Pteropus niger,PTEROPODIDAE
273,273,257,bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,2,0,0,Taphosius mauritianus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,rectal/oral swab,Mauritius,S,,,NA,NA,2014,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:07pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Taphozous mauritianus,Taphozous mauritianus,bat coronavirus phylogeography in the western indian ocean,Taphozous mauritianus,EMBALLONURIDAE
276,276,260,bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,22,0,0,Pteropus seychellensis comorensis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,rectal/oral swab,France,N,Mayotte,,NA,NA,2014,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:07pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pteropus seychellensis,Pteropus seychellensis,bat coronavirus phylogeography in the western indian ocean,Pteropus seychellensis,PTEROPODIDAE
282,282,266,bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,20,0,0,Rhinolophus mossambicus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,rectal/oral swab,Mozambique,S,,,NA,NA,2015,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:07pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Rhinolophus mossambicus,Rhinolophus mossambicus,bat coronavirus phylogeography in the western indian ocean,Rhinolophus mossambicus,RHINOLOPHIDAE
286,286,270,bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,2,0,0,Neoromicia nana,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,rectal/oral swab,Mozambique,S,,,NA,NA,2015,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:07pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Neoromicia nana,Neoromicia nana,bat coronavirus phylogeography in the western indian ocean,Neoromicia nana,VESPERTILIONIDAE
287,287,271,bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,2,0,0,Scotophilus viridis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,rectal/oral swab,Mozambique,S,,,NA,NA,2015,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:07pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Scotophilus viridis,Scotophilus viridis,bat coronavirus phylogeography in the western indian ocean,Scotophilus viridis,VESPERTILIONIDAE
289,289,273,bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,50,0,0,Pteropus seychellensis seychellensis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,lung,Seychelles,S,,,NA,NA,2014,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:08pm,lung or respiratory,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pteropus seychellensis,Pteropus seychellensis,bat coronavirus phylogeography in the western indian ocean,Pteropus seychellensis,PTEROPODIDAE
290,290,274,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,4,0,0,Cynopterus brachyotis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Los Baños,,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Cynopterus brachyotis,Cynopterus brachyotis,"bat coronaviruses and experimental infection of bats, the philippines",Cynopterus brachyotis,PTEROPODIDAE
291,291,275,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,3,0,0,Eonycteris spelaea,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Los Baños,,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Eonycteris spelaea,Eonycteris spelaea,"bat coronaviruses and experimental infection of bats, the philippines",Eonycteris spelaea,PTEROPODIDAE
292,292,276,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,14,0,0,Ptenochirus jagori,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Los Baños,,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Ptenochirus jagori,Ptenochirus jagori,"bat coronaviruses and experimental infection of bats, the philippines",Ptenochirus jagori,PTEROPODIDAE
293,293,277,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,1,0,0,Cynopterus brachyotis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site A,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Cynopterus brachyotis,Cynopterus brachyotis,"bat coronaviruses and experimental infection of bats, the philippines",Cynopterus brachyotis,PTEROPODIDAE
294,294,278,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,1,0,0,Eonycteris spelaea,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site A,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Eonycteris spelaea,Eonycteris spelaea,"bat coronaviruses and experimental infection of bats, the philippines",Eonycteris spelaea,PTEROPODIDAE
295,295,279,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,1,0,0,Ptenochirus jagori,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site A,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Ptenochirus jagori,Ptenochirus jagori,"bat coronaviruses and experimental infection of bats, the philippines",Ptenochirus jagori,PTEROPODIDAE
296,296,280,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,1,0,0,Eonycteris spelaea,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site B,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Eonycteris spelaea,Eonycteris spelaea,"bat coronaviruses and experimental infection of bats, the philippines",Eonycteris spelaea,PTEROPODIDAE
297,297,281,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,3,0,0,Pipistrellus javanicas,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site B,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Pipistrellus javanicus,Pipistrellus javanicus,"bat coronaviruses and experimental infection of bats, the philippines",Pipistrellus javanicus,VESPERTILIONIDAE
299,299,283,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,18,0,0,Cynopterus brachyotis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site C,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Cynopterus brachyotis,Cynopterus brachyotis,"bat coronaviruses and experimental infection of bats, the philippines",Cynopterus brachyotis,PTEROPODIDAE
300,300,284,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,1,0,0,Ptenochirus jagori,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site C,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Ptenochirus jagori,Ptenochirus jagori,"bat coronaviruses and experimental infection of bats, the philippines",Ptenochirus jagori,PTEROPODIDAE
301,301,285,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,1,0,0,Rousettus amplexicaudatus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site C,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Rousettus amplexicaudatus,Rousettus amplexicaudatus,"bat coronaviruses and experimental infection of bats, the philippines",Rousettus amplexicaudatus,PTEROPODIDAE
307,307,291,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,1,0,0,Ptenochirus jagori,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site A,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Ptenochirus jagori,Ptenochirus jagori,"bat coronaviruses and experimental infection of bats, the philippines",Ptenochirus jagori,PTEROPODIDAE
309,309,293,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,3,0,0,Pipistrellus javanicas,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site B,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Pipistrellus javanicus,Pipistrellus javanicus,"bat coronaviruses and experimental infection of bats, the philippines",Pipistrellus javanicus,VESPERTILIONIDAE
310,310,294,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,4,0,0,Scotphilus kuhlii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site B,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:07pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Scotophilus kuhlii,Scotophilus kuhlii,"bat coronaviruses and experimental infection of bats, the philippines",Scotophilus kuhlii,VESPERTILIONIDAE
312,312,296,"bat coronaviruses and experimental infection of bats, the philippines",Watanabe et al.,Emerg Infect Dis,2010,1,0,0,Ptenochirus jagori,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,Philippines,N,Diliman,Site C,NA,NA,2008,,,NA,,July,Summer,NA,,,,,VERENA Admin,4/12/2022 2:08pm,intestine,tissue,1,0,0,0,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Ptenochirus jagori,Ptenochirus jagori,"bat coronaviruses and experimental infection of bats, the philippines",Ptenochirus jagori,PTEROPODIDAE
333,333,328,characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats,Wang et al.,Viruses,2019,17,0,0,Rhinolophus blythi,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,hemi-nested RT-PCR,multiple,RdRp,NA,faecal swab/faeces,China,N,"Guangdong, Hubei, Yunnan",,NA,NA,,2004,November,2014,November,,Fall,NA,,,,,VERENA Admin,4/12/2022 2:07pm,"faecal, rectal, or anal",pooled,0,1,0,0,NA,NA,RdRp,No,No,PCR,genus not specified,1,Rhinolophus lepidus,Rhinolophus lepidus,characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats,Rhinolophus lepidus,RHINOLOPHIDAE
334,334,330,characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats,Wang et al.,Viruses,2019,21,0,0,Rhinolophus lepidus,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,hemi-nested RT-PCR,multiple,RdRp,NA,faecal swab/faeces,China,N,Fujian,,NA,NA,,2004,November,2014,November,,Fall,NA,,,,,VERENA Admin,4/12/2022 2:07pm,"faecal, rectal, or anal",pooled,0,1,0,0,NA,NA,RdRp,No,No,PCR,genus not specified,1,Rhinolophus lepidus,Rhinolophus lepidus,characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats,Rhinolophus lepidus,RHINOLOPHIDAE
335,335,331,characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats,Wang et al.,Viruses,2019,8,0,0,Rhinolophus luctus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,hemi-nested RT-PCR,multiple,RdRp,NA,faecal swab/faeces,China,N,"Guangdong, Hainan, Zhejiang",,NA,NA,,2004,November,2014,November,,Fall,NA,,,,,VERENA Admin,4/12/2022 2:07pm,"faecal, rectal, or anal",pooled,0,1,0,0,NA,NA,RdRp,No,No,PCR,genus not specified,1,Rhinolophus luctus,Rhinolophus luctus,characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats,Rhinolophus luctus,RHINOLOPHIDAE
337,337,333,characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats,Wang et al.,Viruses,2019,5,0,0,Rhinolophus monoceros,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,hemi-nested RT-PCR,multiple,RdRp,NA,faecal swab/faeces,China,N,Yunnan,,NA,NA,,2004,November,2014,November,,Fall,NA,,,,,VERENA Admin,4/12/2022 2:07pm,"faecal, rectal, or anal",pooled,0,1,0,0,NA,NA,RdRp,No,No,PCR,genus not specified,1,Rhinolophus pusillus,Rhinolophus pusillus,characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats,Rhinolophus pusillus,RHINOLOPHIDAE
338,338,334,characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats,Wang et al.,Viruses,2019,106,0,0,Rhinolophus pearsoni,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,hemi-nested RT-PCR,multiple,RdRp,NA,faecal swab/faeces,China,N,"Fujian, Guangdong, Guangxi, Guizhou, Henan, Tibet, Yunnan",,NA,NA,,2004,November,2014,November,,Fall,NA,,,,,VERENA Admin,4/12/2022 2:07pm,"faecal, rectal, or anal",pooled,0,1,0,0,NA,NA,RdRp,No,No,PCR,genus not specified,1,Rhinolophus pearsonii,Rhinolophus pearsonii,characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats,Rhinolophus pearsonii,RHINOLOPHIDAE
354,354,418,circulation of group 2 coronaviruses in a bat species common to urban areas in western europe,Reusken et al.,Vector Borne Zoonotic Dis,2010,1,0,0,Eptesicus serotinus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Netherlands,N,, Leidschendam,NA,NA,2008,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:09pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Eptesicus serotinus,Eptesicus serotinus,circulation of group 2 coronaviruses in a bat species common to urban areas in western europe,Eptesicus serotinus,VESPERTILIONIDAE
355,355,419,circulation of group 2 coronaviruses in a bat species common to urban areas in western europe,Reusken et al.,Vector Borne Zoonotic Dis,2010,4,0,0,myotis bechsteinii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Netherlands,N,,Maastricht-west,NA,NA,2008,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:09pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis bechsteinii,Myotis bechsteinii,circulation of group 2 coronaviruses in a bat species common to urban areas in western europe,Myotis bechsteinii,VESPERTILIONIDAE
