"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"1976",2926,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,10,0,0,"Nyctophilus major","alphacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","Bla, CDR, Dry, Dwe, Frk","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Nyctophilus timoriensis","Nyctophilus timoriensis","viral diversity of microbats within the south west botanical province of western australia","352","viral diversity of microbats within the south west botanical province of western australia",0.153138684584835,0.0238095238095238,0,"Nyctophilus timoriensis","Nyctophilus timoriensis","VESPERTILIONIDAE"
"1977",2927,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,9,0,0,"Scotorepens balstoni","alphacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","MtG, CDR","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Scotorepens balstoni","Scotorepens balstoni","viral diversity of microbats within the south west botanical province of western australia","353","viral diversity of microbats within the south west botanical province of western australia",0.160875277198321,0.0263157894736842,0,"Scotorepens balstoni","Scotorepens balstoni","VESPERTILIONIDAE"
"1978",2928,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,141,17,0.120567,"Vespadelus regulus","alphacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","Bla, Coc, Don, Dry, Dwe, Frk, met, Per, Twi, Two","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Vespadelus regulus","Vespadelus regulus","viral diversity of microbats within the south west botanical province of western australia","354","viral diversity of microbats within the south west botanical province of western australia",0.358664418956673,0.00176678445229682,0.120567375886525,"Vespadelus regulus","Vespadelus regulus","VESPERTILIONIDAE"
"1979",2929,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,9,0,0,"Austronomus australis","alphacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","CDR","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Tadarida australis","Tadarida australis","viral diversity of microbats within the south west botanical province of western australia","355","viral diversity of microbats within the south west botanical province of western australia",0.160875277198321,0.0263157894736842,0,"Tadarida australis","Tadarida australis","MOLOSSIDAE"
"2000",2303,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,5,1,0.2,"Rhinolophus darlingi","alphacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Guinea","N","Kankan","Kankan","NA","2016","","","",NA,"","September","Fall",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","faeces","0","1","0","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus darlingi","Rhinolophus darlingi","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","356","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.518007021977176,0.0454545454545455,0.2,"Rhinolophus darlingi","Rhinolophus darlingi","RHINOLOPHIDAE"
"2001",2353,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,5,1,0.2,"Rhinolophus darlingi","alphacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Guinea","N","Kankan","Kankan","NA","2016","","","",NA,"","September","Fall",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","faeces","0","1","0","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus darlingi","Rhinolophus darlingi","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","357","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.518007021977176,0.0454545454545455,0.2,"Rhinolophus darlingi","Rhinolophus darlingi","RHINOLOPHIDAE"
"2026",2323,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,15,1,0.066667,"Lissonycteris angolensis","alphacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"rectal swab","Guinea","N","Mamou","Konoure","NA","NA","2017","","",NA,"","January","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","swab","0","0","1","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myonycteris angolensis","Myonycteris angolensis","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","358","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.307023689524393,0.0161290322580645,0.0666666666666667,"Myonycteris angolensis","Myonycteris angolensis","PTEROPODIDAE"
"2036",2331,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,7,1,0.142857,"Rousettus aegyptiacus","alphacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"oral swab","Guinea","N","Geuckdou","Guingan","NA","NA","2016","","",NA,"","July","Summer",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","oropharyngeal","swab","1","0","0","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","359","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.442482949752503,0.0333333333333333,0.142857142857143,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2038",2333,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,41,1,0.02439,"Rousettus aegyptiacus","alphacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"oral swab","Guinea","N","Macenta","Termessadou-Dibo","NA","NA","2016","","",NA,"","December","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","oropharyngeal","swab","0","0","1","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","360","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.187455148633136,0.00602409638554217,0.024390243902439,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2040",2343,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,41,1,0.02439,"Rousettus aegyptiacus","alphacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"oral swab","Guinea","N","Macenta","Termessadou-Dibo","NA","NA","2016","","",NA,"","December","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","oropharyngeal","swab","0","0","1","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","361","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.187455148633136,0.00602409638554217,0.024390243902439,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2041",2344,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,41,1,0.02439,"Rousettus aegyptiacus","alphacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"oral swab","Guinea","N","Macenta","Termessadou-Dibo","NA","NA","2016","","",NA,"","December","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","oropharyngeal","swab","0","0","1","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","362","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.187455148633136,0.00602409638554217,0.024390243902439,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2042",2346,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,41,1,0.02439,"Rousettus aegyptiacus","alphacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"rectal swab","Guinea","N","Macenta","Termessadou-Dibo","NA","NA","2016","","",NA,"","December","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","swab","0","0","1","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","363","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.187455148633136,0.00602409638554217,0.024390243902439,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2043",2345,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,41,1,0.02439,"Rousettus aegyptiacus","alphacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"oral swab","Guinea","N","Macenta","Termessadou-Dibo","NA","NA","2016","","",NA,"","December","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","oropharyngeal","swab","0","0","1","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","364","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.187455148633136,0.00602409638554217,0.024390243902439,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2046",2972,"white-nose syndrome is associated with increased replication of a naturally persisting coronaviruses in bats","Davy et al.","Sci Rep",2018,63,7,0.111111,"Myotis lucifugus","alphacoronavirus","","Colacovirus","","Myl-CoV","pooled","cross-sectional","RNA","RT-qPCR,semi-nested PCR","multiple","RdRp",NA,"intestines","Canada","N","Manitoba","hibernacula ","NA","NA","2017","","",NA,"","January","Winter",NA,"","","","","VERENA Admin","4/29/2022 11:44am","intestine","tissue","0","0","1","0",NA,NA,"RdRp","N/A; experimental infection","No","PCR","alphacoronavirus",1,"Myotis lucifugus","Myotis lucifugus","white-nose syndrome is associated with increased replication of a naturally persisting coronaviruses in bats","365","white-nose syndrome is associated with increased replication of a naturally persisting coronaviruses in bats",0.349216188620183,0.00393700787401575,0.111111111111111,"Myotis lucifugus","Myotis lucifugus","VESPERTILIONIDAE"
"2048",2358,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,243,8,0.032922,"Rhinolophus euryale","alphacoronavirus","","","","HKU2 related","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Elenas Cave, Bratanova Cave (April), Big Vupa, Kaleto Cave, Roman Horse Cave (April), Maharata Cave Area (April)","NA","NA","2008","","",NA,"","April + September, unless site specifies one or the other","Spring,Fall",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","faeces","0","1","0","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus euryale","Rhinolophus euryale","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","366","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences",0.187665935098569,0.00102669404517454,0.0329218106995885,"Rhinolophus euryale","Rhinolophus euryale","RHINOLOPHIDAE"
"2049",2359,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,243,25,0.102881,"Rhinolophus euryale","alphacoronavirus","","","","BB98-15","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Elenas Cave, Bratanova Cave (April), Big Vupa, Kaleto Cave, Roman Horse Cave (April), Maharata Cave Area (April)","NA","NA","2008","","",NA,"","April + September, unless site specifies one or the other","Spring,Fall",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","faeces","0","1","0","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus euryale","Rhinolophus euryale","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","367","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences",0.32917618057098,0.00102669404517454,0.102880658436214,"Rhinolophus euryale","Rhinolophus euryale","RHINOLOPHIDAE"
"2051",2361,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,82,10,0.121951,"Rhinolophus blasii","alphacoronavirus","","","","HKU2 related (3), BB98-15 (7)","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Elenas Cave, Bratanova Cave (April), Big Vupa, Kaleto Cave, Roman Horse Cave (April), Maharata Cave Area (April)","NA","NA","2008","","",NA,"","April + September, unless site specifies one or the other","Spring,Fall",NA,"Y","Y","N","","VERENA Admin","4/25/2022 9:11pm","faecal, rectal, or anal","faeces","0","1","0","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus blasii","Rhinolophus blasii","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","368","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences",0.363545860583291,0.00303030303030303,0.121951219512195,"Rhinolophus blasii","Rhinolophus blasii","RHINOLOPHIDAE"
