"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","species_char","family"
"679",679,919,"detection of severe acute respiratory syndrome-like, middle east respiratory syndrome-like bat coronaviruses and group h rotavirus in faeces of korean bats","Kim et al.","Transbound Emerg Dis",2016,4,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","South Korea","N","Miwon","CS Cave",NA,NA,"2015","","",NA,"","December","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","detection of severe acute respiratory syndrome-like, middle east respiratory syndrome-like bat coronaviruses and group h rotavirus in faeces of korean bats","Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"680",680,930,"detection of specific antibodies to the nucleocapsid protein fragments of severe acute respiratory syndrome-coronavirus and scotophilus bat coronavirus-512 in three insectivorous bat species","Chen YiNing et al.","Taiwan Veterinary Journal",2018,21,10,0.47619,"Scotophilus kuhlii","alphacoronavirus","","","bat","Scotophilus bat CoV-512","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Taiwan","N","Yunlin","palm at Beigang sugar processing factory trees",NA,NA,"","2014","September",2015,"August","","Summer,Fall",2,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces",1,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Scotophilus kuhlii","Scotophilus kuhlii","detection of specific antibodies to the nucleocapsid protein fragments of severe acute respiratory syndrome-coronavirus and scotophilus bat coronavirus-512 in three insectivorous bat species","Scotophilus kuhlii","VESPERTILIONIDAE"
"681",681,931,"detection of specific antibodies to the nucleocapsid protein fragments of severe acute respiratory syndrome-coronavirus and scotophilus bat coronavirus-512 in three insectivorous bat species","Chen YiNing et al.","Taiwan Veterinary Journal",2018,30,2,0.066667,"Rhinolophus monoceros","genus not specified","cannot determine based on primer, not given in data tables, no sequencing information, only ""positive for cov"" (page 5); but, these bats did have antibodies against SARS N3, so potentially betacov","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Taiwan","N","Yilan","irrigation culvert at Dongshan",NA,NA,"","2014","October",2015,"September","","Summer,Fall",2,"","","","","VERENA Admin","4/26/2022 1:38pm","faecal, rectal, or anal","faeces",1,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus pusillus","Rhinolophus pusillus","detection of specific antibodies to the nucleocapsid protein fragments of severe acute respiratory syndrome-coronavirus and scotophilus bat coronavirus-512 in three insectivorous bat species","Rhinolophus pusillus","RHINOLOPHIDAE"
"682",682,932,"detection of specific antibodies to the nucleocapsid protein fragments of severe acute respiratory syndrome-coronavirus and scotophilus bat coronavirus-512 in three insectivorous bat species","Chen YiNing et al.","Taiwan Veterinary Journal",2018,18,0,0,"Miniopterus fuliginosus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Taiwan","N","Yilan","irrigation culvert at Dongshan",NA,NA,"","2014","October",2015,"September","","Summer,Fall",2,"","","","","VERENA Admin","4/12/2022 2:14pm","faecal, rectal, or anal","faeces",1,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","detection of specific antibodies to the nucleocapsid protein fragments of severe acute respiratory syndrome-coronavirus and scotophilus bat coronavirus-512 in three insectivorous bat species","Miniopterus fuliginosus","MINIOPTERIDAE"
"683",683,933,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,1,0,0,"Coelops frithii formosanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Miaoli","Woods","121°00'45″E","24°25'35″N","2014","","",NA,"","September","Fall",NA,"Y","","","","VERENA Admin","4/12/2022 2:14pm","faecal, rectal, or anal","faeces",0,1,0,0,24.4263888888889,121.0125,"RdRp","No","No","PCR","genus not specified",1,"Coelops frithii","Coelops frithii","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Coelops frithii","HIPPOSIDERIDAE"
"684",684,934,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,7,1,0.142857,"Hipposideros armiger terasensis","genus not specified","cannot determine based on primer, no sequencing information, viral genus information not provided in data table or supplementary information, not present in phylogeny, cannot determine based on site or date","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Miaoli, Dongshan","Woods (Miaoli) and irrigation culvert (Dongshan)","121°00'45″E (Miaoli), 120°25'27″E (Dongshan)","24°25'35″N (Miaoli), 23°19'04″N (Dongshan)","","2013","November",2014,"October","","Year",3,"Y","","","","VERENA Admin","4/26/2022 1:53pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Hipposideros armiger","HIPPOSIDERIDAE"
"685",685,935,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,50,11,0.22,"Rhinolophus monoceros","genus not specified","cannot determine based on primer, no sequencing information, viral genus information not provided in data table or supplementary information, not present in phylogeny, cannot determine based on site or date","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Miaoli, Dili, Dongshan","Woods (Miaoli), irrigation culvert (Dili), irrigation culvert (Dongshan) ","121°00'45″E (Miaoli), 120°250 27″E (Dongshan), 120°54'51″E (Dili)","24°25'35″N (Miaoli), 23°19'04″N (Dongshan), 23°48'24″N (Dili)","","2013","November",2014,"October","","Year",3,"Y","","","","VERENA Admin","4/26/2022 2:01pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus pusillus","Rhinolophus pusillus","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Rhinolophus pusillus","RHINOLOPHIDAE"
"686",686,2996,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,50,1,0.02,"Rhinolophus monoceros","betacoronavirus","","Sarbecovirus","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Miaoli, Dili, Dongshan","Woods (Miaoli), irrigation culvert (Dili), irrigation culvert (Dongshan) ","121°00'45″E (Miaoli), 120°250 27″E (Dongshan), 120°54'51″E (Dili)","24°25'35″N (Miaoli), 23°19'04″N (Dongshan), 23°48'24″N (Dili)","","2013","November",2014,"October","","Year",3,"Y","","","","VERENA Admin","4/26/2022 1:57pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Rhinolophus pusillus","RHINOLOPHIDAE"
"687",687,2998,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,50,3,0.06,"Rhinolophus monoceros","alphacoronavirus","","","","Scotophilus bat CoV 512-related lineage","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Miaoli, Dili, Dongshan","Woods (Miaoli), irrigation culvert (Dili), irrigation culvert (Dongshan) ","121°00'45″E (Miaoli), 120°250 27″E (Dongshan), 120°54'51″E (Dili)","24°25'35″N (Miaoli), 23°19'04″N (Dongshan), 23°48'24″N (Dili)","","2013","November",2014,"October","","Year",3,"Y","","","","VERENA Admin","4/26/2022 2:02pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Rhinolophus pusillus","RHINOLOPHIDAE"
"688",688,936,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,54,4,0.074074,"Miniopterus fuliginosus","genus not specified","cannot determine based on primer, no sequencing information, viral genus information not provided in data table or supplementary information, not present in phylogeny, cannot determine based on site or date","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Guihou, Miaoli, Dili, Dongshan","Woods (Guihou), Woods (Miaoli), irrigation culvert (Dili), irrigation culvert (Dongshan) ","121°00'45″E (Miaoli), 120°25'27″E (Dongshan), 120°54'51″E (Dili), 121°40'41″E (Guihui)","24°25'35″N (Miaoli), 23°19'04″N (Dongshan), 23°48'24″N (Dili), 25°11'24″N (Guihui)","","2013","August",2014,"October","","Year",6,"Y","","","","VERENA Admin","4/26/2022 1:59pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Miniopterus fuliginosus","MINIOPTERIDAE"
"689",689,2997,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,54,7,0.12963,"Miniopterus fuliginosus","alphacoronavirus","","","","Scotophilus bat CoV 512-related lineage, Miniopterus bat CoV1A-related lineage","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Guihou, Miaoli, Dili, Dongshan","Woods (Guihou), Woods (Miaoli), irrigation culvert (Dili), irrigation culvert (Dongshan) ","121°00'45″E (Miaoli), 120°25'27″E (Dongshan), 120°54'51″E (Dili), 121°40'41″E (Guihui)","24°25'35″N (Miaoli), 23°19'04″N (Dongshan), 23°48'24″N (Dili), 25°11'24″N (Guihui)","","2013","August",2014,"October","","Year",6,"Y","","","","VERENA Admin","4/26/2022 2:02pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Miniopterus fuliginosus","MINIOPTERIDAE"
"690",690,937,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,2,0,0,"Barbastella darjelingesis","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Miaoli","Woods","121°00'45″E","24°25'35″N","","2014","July",2014,"August","","Year",2,"Y","","","","VERENA Admin","4/12/2022 2:14pm","faecal, rectal, or anal","faeces",1,1,1,1,24.4263888888889,121.0125,"RdRp","No","No","PCR","genus not specified",1,"Barbastella beijingensis","Barbastella beijingensis","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Barbastella beijingensis","VESPERTILIONIDAE"
"691",691,938,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,1,0,0,"Harpiola isodon","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Miaoli","Woods","121°00'45″E","24°25'35″N","2014","","",NA,"","August","Summer",NA,"Y","","","","VERENA Admin","4/12/2022 2:14pm","faecal, rectal, or anal","faeces",1,0,0,0,24.4263888888889,121.0125,"RdRp","No","No","PCR","genus not specified",1,"Harpiola isodon","Harpiola isodon","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Harpiola isodon","VESPERTILIONIDAE"
"692",692,939,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,10,1,0.1,"Kerivoula titania","alphacoronavirus","","","","Scotophilus bat CoV 512-related lineage","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Dong'ao, Nan'ao, Miaoli","Woods","121°49'53″E (Dong'ao), 121°46'2″E (Nan'ao), 121°00'45″E (Miaoli)","24°31' 55″N (Dong'ao), 24°31'9″N (Nan'ao), 24°25'35″N (Miaoli)","","2013","September",2014,"October","","Year",4,"Y","","","","VERENA Admin","4/26/2022 2:06pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Kerivoula titania","Kerivoula titania","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Kerivoula titania","VESPERTILIONIDAE"
"693",693,940,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,2,0,0,"Murina gracilis","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Miaoli","Woods","121°00'45″E","24°25'35″N","","2014","September",2014,"October","","Fall",2,"Y","","","","VERENA Admin","4/12/2022 2:14pm","faecal, rectal, or anal","faeces",0,1,0,0,24.4263888888889,121.0125,"RdRp","No","No","PCR","genus not specified",1,"Murina gracilis","Murina gracilis","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Murina gracilis","VESPERTILIONIDAE"
"694",694,941,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,17,0,0,"Murina puta","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Dong'ao, Nan'ao, Miaoli","Woods","121°49'53″E (Dong'ao), 121°46'2″E (Nan'ao), 121°00'45″E (Miaoli)","24°31'55″N (Dong'ao), 24°31'9″N (Nan'ao), 24°25'35″N (Miaoli)","","2014","April",2014,"October","","Spring,Summer,Fall",5,"Y","","","","VERENA Admin","4/12/2022 2:14pm","faecal, rectal, or anal","faeces",1,1,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Murina puta","Murina puta","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Murina puta","VESPERTILIONIDAE"
"695",695,942,"detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Chen et al.","Zoonoses Public Health",2016,4,1,0.25,"Murina recondita","genus not specified","cannot determine based on primer, no sequencing information, viral genus information not provided in data table or supplementary information, not present in phylogeny, cannot determine based on site or date","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","Nan'ao, Miaoli","Woods","121°46'2″E (Nan'ao), 121°00'45″E (Miaoli)","24°31'9″N (Nan'ao), 24°25'35″N (Miaoli)","","2014","April",2014,"October","","Spring,Summer,Fall",3,"Y","","","","VERENA Admin","4/26/2022 1:53pm","faecal, rectal, or anal","faeces",1,1,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Murina recondita","Murina recondita","detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan","Murina recondita","VESPERTILIONIDAE"
