"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies"
"350",350,335,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,283,4,0.014134,"Rhinolophus pusillus","alphacoronavirus","","","Rhinolophus bat ","HKU2","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Fujian, Guangdong, Guangxi, Hebei, Henan, Hubei, Jiangsu, Shandong","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"351",351,336,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,55,25,0.454545,"Rhinolophus shamelli","alphacoronavirus","","","Rhinolophus bat ","HKU2","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Yunnan","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus shameli","Rhinolophus shameli","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"352",352,337,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,740,23,0.031081,"Rhinolophus sinicus","alphacoronavirus","","","","Rhinolophus bat HKU2 (12), Miniopterus Bat 1 (3), btcov/rh/yn2012 (6),  RsBtCoV/13187 (2)","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangsu, Sichuan, Yunnan, Zhejiang","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/25/2022 8:34pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus sinicus","Rhinolophus sinicus","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"354",354,339,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,499,2,0.004008,"Rhinolophus affinis","alphacoronavirus","","","Miniopterus bat ","HKU8","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Guangdong, Guizhou, Hainan, Henan, Jiangsu, Yunnan, Zhejiang","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus affinis","Rhinolophus affinis","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"355",355,348,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,55,10,0.181818,"Rhinolophus shamelli","alphacoronavirus","","","Miniopterus bat ","HKU8","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Yunnan","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus shameli","Rhinolophus shameli","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"356",356,353,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,238,1,0.004202,"Rhinolophus ferrumequinum","alphacoronavirus","","","","HuB2013","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Beijing, Fujian, Gansu, Guizhou, Hebei, Henan, Shandong, Shanxi, Yunnan","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"357",357,372,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,55,1,0.018182,"Rhinolophus shamelli","alphacoronavirus","","","Miniopterus bat ","1","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Yunnan","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus shameli","Rhinolophus shameli","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"358",358,375,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,499,2,0.004008,"Rhinolophus affinis","betacoronavirus","","Sarbecovirus","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Guangdong, Guizhou, Hainan, Henan, Jiangsu, Yunnan, Zhejiang","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus affinis","Rhinolophus affinis","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"359",359,377,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,238,12,0.05042,"Rhinolophus ferrumequinum","betacoronavirus","","Sarbecovirus","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Beijing, Fujian, Gansu, Guizhou, Hebei, Henan, Shandong, Shanxi, Yunnan","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"360",360,380,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,31,1,0.032258,"Rhinolophus macrotis","betacoronavirus","","Sarbecovirus","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Chongqing, Guangdong, Guangxi, Hebei, Hubei, Jiangsu, Beijing, Yunnan","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus macrotis","Rhinolophus macrotis","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"361",361,383,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,283,2,0.007067,"Rhinolophus pusillus","betacoronavirus","","Sarbecovirus","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Fujian, Guangdong, Guangxi, Hebei, Henan, Hubei, Jiangsu, Shandong","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"362",362,385,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,740,72,0.097297,"Rhinolophus sinicus","betacoronavirus","","Sarbecovirus","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangsu, Sichuan, Yunnan, Zhejiang","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus sinicus","Rhinolophus sinicus","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"363",363,387,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,499,3,0.006012,"Rhinolophus affinis","alphacoronavirus","","","bat","btcov/rh/yn2012","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Guangdong, Guizhou, Hainan, Henan, Jiangsu, Yunnan, Zhejiang","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus affinis","Rhinolophus affinis","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"364",364,408,"characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats","Wang et al.","Viruses",2019,55,2,0.036364,"Rhinolophus shamelli","alphacoronavirus","","","bat","RshBtCoV/4017-1","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faecal swab/faeces","China","N","Yunnan","",NA,NA,"","2004","November",2014,"November","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","pooled",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus shameli","Rhinolophus shameli","characterization of a new member of alphacoronavirus with unique genomic features in rhinolophus bats"
"365",365,418,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,1,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N",""," Leidschendam",NA,NA,"2008","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","circulation of group 2 coronaviruses in a bat species common to urban areas in western europe"
"366",366,419,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,4,0,0,"myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Maastricht-west",NA,NA,"2008","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis bechsteinii","Myotis bechsteinii","circulation of group 2 coronaviruses in a bat species common to urban areas in western europe"
"367",367,420,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,2,0,0,"Myotis brandtii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Veldhuizen,  Berg en Terblijt",NA,NA,"2008","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis brandtii","Myotis brandtii","circulation of group 2 coronaviruses in a bat species common to urban areas in western europe"
"368",368,421,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,50,8,0.16,"Myotis daubentonii","alphacoronavirus","","","bat","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Noordwijkerhout, Stompwijk, Rijswijk, Waversveen, Woerdense verlaat, Beekermark-Zeddam, Maastricht-west, Berg en Terblijt, Geulhem, Sibbe",NA,NA,"2008","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis daubentonii","Myotis daubentonii","circulation of group 2 coronaviruses in a bat species common to urban areas in western europe"
"369",369,422,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,105,20,0.190476,"Myotis dasycneme","alphacoronavirus","","","bat","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Tollebeek, Stokkelaarsbrug, Almere, Stompwijk, Waversveen, Papenveer, Ter Aar, Woerdense verlaat, Reeuwijk, Gouda",NA,NA,"2008","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis dasycneme","Myotis dasycneme","circulation of group 2 coronaviruses in a bat species common to urban areas in western europe"
"370",370,423,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,6,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Maastricht-west, Meerssen, Berg en Terblijt,  Sibbe",NA,NA,"2008","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis emarginatus","Myotis emarginatus","circulation of group 2 coronaviruses in a bat species common to urban areas in western europe"
"371",371,424,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,1,0,0,"Myotis myotis","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Meerssen",NA,NA,"2008","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis myotis","Myotis myotis","circulation of group 2 coronaviruses in a bat species common to urban areas in western europe"
"372",372,425,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,3,0,0,"Myotis mystacinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Veldhuizen, Zeddam, Doetinchem–Slangenburg",NA,NA,"2008","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis mystacinus","Myotis mystacinus","circulation of group 2 coronaviruses in a bat species common to urban areas in western europe"
"373",373,426,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,2,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Veldhuizen, Meerssen",NA,NA,"2008","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis nattereri","Myotis nattereri","circulation of group 2 coronaviruses in a bat species common to urban areas in western europe"
"374",374,427,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,14,5,0.357143,"Nyctalus noctula","alphacoronavirus","","","bat","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Noordwijkerhout, Wassenaar, Scheveningen, Den Haag",NA,NA,"2008","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Nyctalus noctula","Nyctalus noctula","circulation of group 2 coronaviruses in a bat species common to urban areas in western europe"
"375",375,428,"circulation of group 2 coronaviruses in a bat species common to urban areas in western europe","Reusken et al.","Vector Borne Zoonotic Dis",2010,8,0,0,"Pipistrellus nathusii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Netherlands","N","","Lisse, Noordwijk aan Zee, Noordwijkerhout, Wassenaar",NA,NA,"2008","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus nathusii","Pipistrellus nathusii","circulation of group 2 coronaviruses in a bat species common to urban areas in western europe"
